course_id,title,provider,course_length,effort,subject,price_origin,price,level,num_school,school_1,school_2,school_3,school_4,language,language_origin,url,name,bio,img,basic_info
1204,"Sit Less, Get Active",Coursera,3,"3 weeks of study, 1.5 hours/week",Personal Development,Purchase Course ¡¤ US$49 USD,49,null,1,The University of Edinburgh,,,,English,English,https://www.coursera.org/learn/get-active,"Danijela Ga?evi?, Lecturer",Centre for Population Health Sciences,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/c8/16bdd0a59211e5b39e8fb33b8a68a0/danijela-gasevic.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1204,"Sit Less, Get Active",Coursera,3,"3 weeks of study, 1.5 hours/week",Personal Development,Purchase Course ¡¤ US$49 USD,49,null,1,The University of Edinburgh,,,,English,English,https://www.coursera.org/learn/get-active,"Graham Baker, Chancellor's Fellow",Physical Activity for Health Research Centre,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/07/ac4e30a56911e58b7829d2abc9fe56/IMG_1259_1024.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1204,"Sit Less, Get Active",Coursera,3,"3 weeks of study, 1.5 hours/week",Personal Development,Purchase Course ¡¤ US$49 USD,49,null,1,The University of Edinburgh,,,,English,English,https://www.coursera.org/learn/get-active,"Andrew Murray , Sports Medicine Physician","Sport and Exercise, University of Edinburgh",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/c4/69ac70a57311e59db55548e5dab1f2/AndrewMurrayphoto.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1204,"Sit Less, Get Active",Coursera,3,"3 weeks of study, 1.5 hours/week",Personal Development,Purchase Course ¡¤ US$49 USD,49,null,1,The University of Edinburgh,,,,English,English,https://www.coursera.org/learn/get-active,"Chris Oliver , Professor",Physical Activity for Health Research Centre,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/02/c89790b3ae11e5a6cf97763c1138d9/IMG_2238.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1204,"Sit Less, Get Active",Coursera,3,"3 weeks of study, 1.5 hours/week",Personal Development,Purchase Course ¡¤ US$49 USD,49,null,1,The University of Edinburgh,,,,English,English,https://www.coursera.org/learn/get-active,"Helen Ryall, Healthy University Project Co-ordinator","Sport & Exercise, University of Edinburgh",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/28/a1c630ca6011e5a0b5c99ed442b7e8/2f45ef8.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1205,Smartphone Emerging Technologies,Coursera,5,null,Electrical Engineering,Purchase Course ¡¤ US$59 USD,59,null,1,Yonsei University,,,,"English, Subtitles: Vietnamese","English, Subtitles: Vietnamese",https://www.coursera.org/learn/smartphone-emerging-technologies,"Jong-Moon Chung, Professor, School of Electrical & Electronic Engineering","Director, Communications & Networking Laboratory",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/1e/bd02204b4811e5919185dfaf23163e/Prof-Jong-Moon-Chung.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 6 in the Emerging Technologies: From Smartphones to IoT to Big Data Specialization.
1206,Social Computing,Coursera,3,"3 weeks, 2-3 hours/week",Governance and Society,Purchase Course ¡¤ US$39 USD,39,null,1,"University of California, San Diego",,,,English,English,https://www.coursera.org/learn/social-computing,"Scott Klemmer, Associate Professor",Cognitive Science & Computer Science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/29/60bc20bb2f11e489811165809df93c/scott-2014-largeZoomed.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 8 in the Interaction Design Specialization.
1209,Social Marketing Capstone Project,Coursera,5,"5 weeks of study, 2-4 hours/week",Marketing,null,79,null,1,Northwestern University,,,,English,English,https://www.coursera.org/learn/social-marketing-capstone,"Randy Hlavac, Lecturer, Medill IMC; CEO, Marketing Synergy Inc",null,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/c7/953cc056f911e5912fa5a2a06f7a36/Randy-Hlavac-300x4504.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 6 of 6 in the Social Media Marketing Specialization.
1210,Social Media Data Analytics,Coursera,4,"4 weeks of study, 3-6 hours/week",Data Analysis,Purchase Course ¡¤ US$49 USD,49,Intermediate,1,Rutgers the State University of New Jersey,,,,English,English,https://www.coursera.org/learn/social-media-data-analytics,"Chirag Shah, Associate Professor",Information and Computer Science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/a4/f8ef30371411e6b684bda6699dc1a5/Chirag-Shah_2015.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1211,Social Media in Public Relations,Coursera,4,"4 weeks, 6-8 hours per week",Governance and Society,Purchase Course ¡¤ US$79 USD,79,null,1,National University of Singapore,,,,English,English,https://www.coursera.org/learn/social-media-pr,"Tracy Loh, Visiting Fellow",Department of Communications and New Media,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/c8/c20d108f5911e593ee87d53030df35/Tracy2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 5 in the Public Relations For Digital Media Specialization.
1212,"Social Norms, Social Change I",Coursera,4,"4 weeks of study, 2-3 hours/week",Governance and Society,Purchase Course ¡¤ US$49 USD,49,Beginner,1,University of Pennsylvania,,,,English,English,https://www.coursera.org/learn/norms,"Cristina Bicchieri, S. J. Patterson Harvie Professor of Social Thought and Comparative Ethics",Department of Philosophy,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/02/6e6c607c0511e5806bb9609b0d1ef5/UPCRISimages007.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1214,Social and Economic Networks: Models and Analysis,Coursera,8,null,Economics,Purchase Course ¡¤ US$79 USD,79,Advanced,1,Stanford University,,,,English,English,https://www.coursera.org/learn/social-economic-networks,"Matthew O. Jackson, Professor",Economics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/78/cbe70220c37d984f9a9efefa3148c7/Matthew-O.-Jackson.png?auto=format&dpr=1&w=88&h=88&fit=crop,null
1215,Software Architecture for the Internet of Things,Coursera,5,"5 weeks of study, 2-3 hours/week",Software Development,Purchase Course ¡¤ US$49 USD,49,null,1,EIT Digital,,,,English,English,https://www.coursera.org/learn/iot-software-architecture,"Frank Gielen, Professor",UGent/IBCN: Internet Based Communication Networks,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/4a/e9a5a0318011e6850753ea5611e397/FrankGielenHighRes.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1216,Software Processes and Agile Practices,Coursera,4,null,Design and Product,Purchase Course ¡¤ US$79 USD,79,null,1,University of Alberta,,,,English,English,https://www.coursera.org/learn/software-processes-and-agile-practices,"Kenny Wong, Associate Professor","Computing Science, Faculty of Science",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/fa/229a1036cf11e5b290e9261be5bf8d/Wong.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 2 of 6 in the Software Product Management Specialization.
1217,Software Product Management Capstone,Coursera,6,"6 weeks of study, 3-5 hours/week",Design and Product,null,79,null,1,University of Alberta,,,,English,English,https://www.coursera.org/learn/software-product-management-capstone,"Kenny Wong, Associate Professor","Computing Science, Faculty of Science",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/fa/229a1036cf11e5b290e9261be5bf8d/Wong.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 6 of 6 in the Software Product Management Specialization.
1218,Software Security,Coursera,6,"6 weeks of study, 3-5 hours/week",Computer Security and Networks,Purchase Course ¡¤ US$49 USD,49,null,1,"University of Maryland, College Park",,,,"English, Subtitles: Korean","English, Subtitles: Korean",https://www.coursera.org/learn/software-security,"Michael Hicks, Professor",Department of Computer Science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/d2/cc8fc0822111e388ea71a3698104d9/MikeH-UMD.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 2 of 5 in the Cybersecurity Specialization.
1219,Songwriting: Writing the Lyrics,Coursera,6,"7 weeks of study, 3-6 hours/week",Music and Art,Purchase Course ¡¤ US$49 USD,49,Beginner,1,Berklee,,,,"English, Subtitles: Spanish","English, Subtitles: Spanish",https://www.coursera.org/learn/songwriting-lyrics,"Pat Pattison, Professor",null,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/f0/d6c4250e9f685bb7ed411f9525ab33/pat.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1220,Soul Beliefs: Causes and Consequences - Unit 1: Historical Foundations,Coursera,11,"15 hours of videos, quizzes and peer review",Governance and Society,Purchase Course ¡¤ US$49 USD,49,null,1,Rutgers the State University of New Jersey,,,,"English, Subtitles: Romanian","English, Subtitles: Romanian",https://www.coursera.org/learn/soulbeliefs,"Daniel Ogilvie, Professor of Psychology",Psychology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/94/166a24e33fc57c592d59969e150277/NR12DanielOgilvie8966.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1220,Soul Beliefs: Causes and Consequences - Unit 1: Historical Foundations,Coursera,11,"15 hours of videos, quizzes and peer review",Governance and Society,Purchase Course ¡¤ US$49 USD,49,null,1,Rutgers the State University of New Jersey,,,,"English, Subtitles: Romanian","English, Subtitles: Romanian",https://www.coursera.org/learn/soulbeliefs,"Leonard Hamilton, Professor of Psychology",Department of Psychology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/a8/8de93424d23a8c6aeb6cbbf4d036cf/P2197825.JPG?auto=format&dpr=1&w=88&h=88&fit=crop,null
1221,Soul Beliefs: Causes and Consequences - Unit 2: Belief Systems,Coursera,11,3-5 hours/week,History,Purchase Course ¡¤ US$49 USD,49,null,1,Rutgers the State University of New Jersey,,,,"English, Subtitles: Romanian","English, Subtitles: Romanian",https://www.coursera.org/learn/soulbeliefs2,"Daniel Ogilvie, Professor of Psychology",Psychology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/94/166a24e33fc57c592d59969e150277/NR12DanielOgilvie8966.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1221,Soul Beliefs: Causes and Consequences - Unit 2: Belief Systems,Coursera,11,3-5 hours/week,History,Purchase Course ¡¤ US$49 USD,49,null,1,Rutgers the State University of New Jersey,,,,"English, Subtitles: Romanian","English, Subtitles: Romanian",https://www.coursera.org/learn/soulbeliefs2,"Leonard Hamilton, Professor of Psychology",Department of Psychology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/a8/8de93424d23a8c6aeb6cbbf4d036cf/P2197825.JPG?auto=format&dpr=1&w=88&h=88&fit=crop,null
1222,Soul Beliefs: Causes and Consequences - Unit 3: How Does It All End?,Coursera,7,3-5 hours/week,Psychology,Purchase Course ¡¤ US$49 USD,49,null,1,Rutgers the State University of New Jersey,,,,"English, Subtitles: Romanian","English, Subtitles: Romanian",https://www.coursera.org/learn/soulbeliefs3,"Daniel Ogilvie, Professor of Psychology",Psychology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/94/166a24e33fc57c592d59969e150277/NR12DanielOgilvie8966.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1222,Soul Beliefs: Causes and Consequences - Unit 3: How Does It All End?,Coursera,7,3-5 hours/week,Psychology,Purchase Course ¡¤ US$49 USD,49,null,1,Rutgers the State University of New Jersey,,,,"English, Subtitles: Romanian","English, Subtitles: Romanian",https://www.coursera.org/learn/soulbeliefs3,"Leonard Hamilton, Professor of Psychology",Department of Psychology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/a8/8de93424d23a8c6aeb6cbbf4d036cf/P2197825.JPG?auto=format&dpr=1&w=88&h=88&fit=crop,null
1223,"Speak English Professionally: In Person, Online & On the Phone",Coursera,5,null,Learning English,Purchase Course ¡¤ US$79 USD,79,null,1,Georgia Institute of Technology,,,,English,English,https://www.coursera.org/learn/speak-english-professionally,"Amalia B. Stephens, Lecturer",Georgia Tech Language Institute,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/c2/6d01b0bf5411e5a0757f0b45fcae50/Amalia_Stephens.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 2 of 4 in the Improve Your English Communication Skills Specialization.
1224,Sport Sponsorship. Let them Play,Coursera,5,"5 weeks of study, 1-3 hours/week",Marketing,Purchase Course ¡¤ US$49 USD,49,Beginner,1,Universitat Aut?noma de Barcelona,,,,English,English,https://www.coursera.org/learn/sport-sponsorship,"Richard Denton, Freelance Sport Marketing Consultant and Professor",Johan Cruyff Institute,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/dd/138b60393e11e699e51f4330f82467/RichardDenton.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1226,Sports and Society,Coursera,7,null,Governance and Society,Purchase Course ¡¤ US$49 USD,49,null,1,Duke University,,,,English,English,https://www.coursera.org/learn/sports-society,"Orin Starn, Professor",Cultural Anthropology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/57/7827f9a3b62a8e060717b393e7054d/starn3.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1228,Stanford Introduction to Food and Health,Coursera,5,"5 weeks of study, 1 hour/week",Nutrition,Purchase Course ¡¤ US$39 USD,39,null,1,Stanford University,,,,"English, Subtitles: Czech","English, Subtitles: Czech",https://www.coursera.org/learn/food-and-health,"Maya Adam, MD, Lecturer",Stanford School of Medicine,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/79/5ed4eb8f9a364fa62c1b8834c2fe2f/Maya_14.png?auto=format&dpr=1&w=88&h=88&fit=crop,null
1230,Statistical Inference,Coursera,4,null,Probability and Statistics,Purchase Course ¡¤ US$49 USD,49,null,1,Johns Hopkins University,,,,English,English,https://www.coursera.org/learn/statistical-inference,"Brian Caffo, Professor, Biostatistics",Bloomberg School of Public Health,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/94/3fa57375db83096437cf7b4cff07c6/Brian-Caffo.jpeg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 6 of 10 in the Data Science Specialization.
1230,Statistical Inference,Coursera,4,null,Probability and Statistics,Purchase Course ¡¤ US$49 USD,49,null,1,Johns Hopkins University,,,,English,English,https://www.coursera.org/learn/statistical-inference,"Roger D. Peng, PhD, Associate Professor, Biostatistics",Bloomberg School of Public Health,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/f5/783878eec27e95d2fade6b62d9a62a/Peng_Roger.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 6 of 10 in the Data Science Specialization.
1230,Statistical Inference,Coursera,4,null,Probability and Statistics,Purchase Course ¡¤ US$49 USD,49,null,1,Johns Hopkins University,,,,English,English,https://www.coursera.org/learn/statistical-inference,"Jeff Leek, Associate Professor, Biostatistics",Bloomberg School of Public Health,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/2c/3ea105f46d1fe369e934014608ac4d/jeff-1.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 6 of 10 in the Data Science Specialization.
1231,Statistical Mechanics: Algorithms and Computations,Coursera,10,null,Physics and Astronomy,"Full Course, No Certificate",Free,null,1,?cole normale sup?rieure,,,,English,English,https://www.coursera.org/learn/statistical-mechanics,"Werner Krauth, Directeur de recherches au CNRS",Department of physics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/11/7e0720b60ef9b8fd927272283c2cae/werner_krauth_524x524.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1232,Statistical Molecular Thermodynamics,Coursera,9,4-6 hours/week,Chemistry,Purchase Course ¡¤ US$49 USD,49,null,1,University of Minnesota,,,,English,English,https://www.coursera.org/learn/statistical-thermodynamics,"Christopher Cramer, Distinguished McKnight and University Teaching Professor of Chemistry and Chemical Physics",Chemistry,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/62/0e8d907e5dd0f172a79447aa0f73d6/Cramer1.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1233,"Statistical Reasoning for Public Health 1: Estimation, Inference, & Interpretation",Coursera,8,"8 weeks of study, 2-3 hours/week",Probability and Statistics,Purchase Course ¡¤ US$49 USD,49,null,1,Johns Hopkins University,,,,English,English,https://www.coursera.org/learn/statistical-reasoning-1,"John McGready, Associate Scientist, Biostatistics",Bloomberg School of Public Health,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/50/5324db818d367e41fc1f799effe047/mcgready_head_shot_2012.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1236,Statistical Reasoning for Public Health 2: Regression Methods,Coursera,7,"8 weeks of study, 2-3 hours/week",Probability and Statistics,Purchase Course ¡¤ US$49 USD,49,null,1,Johns Hopkins University,,,,English,English,https://www.coursera.org/learn/statistical-reasoning-2,"John McGready, Associate Scientist, Biostatistics",Bloomberg School of Public Health,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/50/5324db818d367e41fc1f799effe047/mcgready_head_shot_2012.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1237,Statistical Thermodynamics: Molecules to Machines,Coursera,8,null,Mechanical Engineering,Purchase Course ¡¤ US$49 USD,49,Intermediate,1,Carnegie Mellon University,,,,English,English,https://www.coursera.org/learn/statistical-thermodynamics-cm,"Venkat Viswanathan, Assistant Professor",Mechanical Engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/ff/e43320e6d711e490444d152901a6b3/venkat_photo.png?auto=format&dpr=1&w=88&h=88&fit=crop,null
1238,Statistics for Genomic Data Science,Coursera,4,null,Probability and Statistics,Purchase Course ¡¤ US$49 USD,49,null,1,Johns Hopkins University,,,,English,English,https://www.coursera.org/learn/statistical-genomics,"Jeff Leek, Associate Professor, Biostatistics",Bloomberg School of Public Health,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/2c/3ea105f46d1fe369e934014608ac4d/jeff-1.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 7 of 8 in the Genomic Data Science Specialization.
1240,Story and Narrative Development for Video Games,Coursera,4,null,Software Development,Purchase Course ¡¤ US$79 USD,79,null,1,California Institute of the Arts,,,,English,English,https://www.coursera.org/learn/video-game-story,"Dariush Derakhshani, Faculty, Character Animation",School of Film/Video,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/7a/aa2d804de911e59e72391aa537f5c9/Dariush.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 2 of 5 in the Game Design: Art and Concepts Specialization.
1241,Strategic Career Self-Management,Coursera,6,"6 weeks of study, 3-5 hours/week",Personal Development,Purchase Course ¡¤ US$79 USD,79,null,1,The State University of New York,,,,"English, Subtitles: Vietnamese","English, Subtitles: Vietnamese",https://www.coursera.org/learn/strategic-career-self-management,"Dr. Valeri Chukhlomin, Associate Professor",SUNY Empire State College,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/65/77dae085a111e4860d3720973b7e42/Val-Chukhlomin.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 4 in the Career Brand Management Specialization.
1241,Strategic Career Self-Management,Coursera,6,"6 weeks of study, 3-5 hours/week",Personal Development,Purchase Course ¡¤ US$79 USD,79,null,1,The State University of New York,,,,"English, Subtitles: Vietnamese","English, Subtitles: Vietnamese",https://www.coursera.org/learn/strategic-career-self-management,"Dr. Michele Forte, Assistant Professor, SUNY Empire State College",Community and Human Services,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/b5/7e837070e011e4a3a571b8b0a2546b/normal-clear.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 4 in the Career Brand Management Specialization.
1241,Strategic Career Self-Management,Coursera,6,"6 weeks of study, 3-5 hours/week",Personal Development,Purchase Course ¡¤ US$79 USD,79,null,1,The State University of New York,,,,"English, Subtitles: Vietnamese","English, Subtitles: Vietnamese",https://www.coursera.org/learn/strategic-career-self-management,"Dr. Kymn Harvin Rutigliano , Assistant Professor",SUNY Empire State College,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/54/3c9640b33a11e58a0821eba2834d7c/IMG_2456-coursera-final.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 4 in the Career Brand Management Specialization.
1241,Strategic Career Self-Management,Coursera,6,"6 weeks of study, 3-5 hours/week",Personal Development,Purchase Course ¡¤ US$79 USD,79,null,1,The State University of New York,,,,"English, Subtitles: Vietnamese","English, Subtitles: Vietnamese",https://www.coursera.org/learn/strategic-career-self-management,"Dr. John M. Beckem II, Assistant Professor of Finance and Management Studies","State University of New York, Empire State College",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/ba/1cde00b31411e5b541dfa46b3701b1/jb.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 4 in the Career Brand Management Specialization.
1241,Strategic Career Self-Management,Coursera,6,"6 weeks of study, 3-5 hours/week",Personal Development,Purchase Course ¡¤ US$79 USD,79,null,1,The State University of New York,,,,"English, Subtitles: Vietnamese","English, Subtitles: Vietnamese",https://www.coursera.org/learn/strategic-career-self-management,"Dr. Tonka Jokelova, Coordinator of Curriculum and Instructional Design",SUNY Empire State College,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/c3/0b51b0b26811e5bfec591131c93482/IMG_1397_edited2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 4 in the Career Brand Management Specialization.
1241,Strategic Career Self-Management,Coursera,6,"6 weeks of study, 3-5 hours/week",Personal Development,Purchase Course ¡¤ US$79 USD,79,null,1,The State University of New York,,,,"English, Subtitles: Vietnamese","English, Subtitles: Vietnamese",https://www.coursera.org/learn/strategic-career-self-management,"Amy Giaculli, Coordinator of Student Services",SUNY Empire State College,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/c0/724ed0c99e11e4878b5199c49dcdd2/Amy-Giaculli.jpeg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 4 in the Career Brand Management Specialization.
1242,Strategic Leadership and Management Capstone,Coursera,6,null,Leadership and Management,null,79,null,1,University of Illinois at Urbana-Champaign,,,,English,English,https://www.coursera.org/learn/strategic-leadership-capstone,"Jeff Flesher, PhD",null,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/73/1bbf70b4a511e5ac993db8020e54a5/Jeff-Flesher.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 7 of 7 in the Strategic Leadership and Management Specialization.
1243,Strategic Management,Coursera,4,"4 weeks of study, 2-4 hours/week",Business Strategy,Purchase Course ¡¤ US$79 USD,79,null,1,Copenhagen Business School,,,,English,English,https://www.coursera.org/learn/strategic-management,"Robert Austin, Professor, Management of Creativity and Innovation","Department of Management, Politics, and Philosophy",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/ed/1281b036e211e59a2d3d74e97a546c/Photo-from-NDC.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 4 in the Strategic Management and Innovation Specialization.
1244,Strategic Management - Capstone Project,Coursera,6,null,Business Strategy,null,79,null,1,Copenhagen Business School,,,,English,English,https://www.coursera.org/learn/businesscap,"Nicolai Pogrebnyakov, Associate Professor",Department of International Economics and Management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/37/647f70894511e58b0cd541130d2e72/_MG_2639SqSm.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 4 in the Strategic Management and Innovation Specialization.
1244,Strategic Management - Capstone Project,Coursera,6,null,Business Strategy,null,79,null,1,Copenhagen Business School,,,,English,English,https://www.coursera.org/learn/businesscap,"Marcus M©ªller Larsen, Assistant Professor, Strategic Management and Globalization",Department of Strategic Management and Globalization,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/19/d3fa10502611e588e48ff6a5bf76c7/bm0108_nr4_marcus_moeller_larsen_6428_filter_filter.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 4 in the Strategic Management and Innovation Specialization.
1244,Strategic Management - Capstone Project,Coursera,6,null,Business Strategy,null,79,null,1,Copenhagen Business School,,,,English,English,https://www.coursera.org/learn/businesscap,"Robert Austin, Professor, Management of Creativity and Innovation","Department of Management, Politics, and Philosophy",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/ed/1281b036e211e59a2d3d74e97a546c/Photo-from-NDC.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 4 in the Strategic Management and Innovation Specialization.
1245,Strategic Planning and Execution,Coursera,4,"4 weeks of study, 1-3 hours/week",Business Strategy,Purchase Course ¡¤ US$79 USD,79,null,1,University of Virginia,,,,English,English,https://www.coursera.org/learn/strategic-planning-execution,"Michael Lenox, Senior Associate Dean and Chief Strategy Officer",Darden School of Business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/34/398f9bb4f08c2b978affd9f8d04e19/Mike-Lenox__F3B3111.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 5 in the Business Strategy Specialization.
