year,area,subject,ranking,univ_title,country,QS_stars_rating,ovarall_score
2014,Life Sciences & Medicine,psychology,35,Maastricht University,Netherlands,0,75.5
2014,Life Sciences & Medicine,psychology,36,The University of Manchester,United Kingdom,0,74.8
2014,Life Sciences & Medicine,psychology,37,Ludwig-Maximilians-Universit?t M?nchen,Germany,0,73.7
2014,Life Sciences & Medicine,psychology,38,KU Leuven,Belgium,0,73.4
2014,Life Sciences & Medicine,psychology,38,Monash University,Australia,0,73.4
2014,Life Sciences & Medicine,psychology,40,Cardiff University,United Kingdom,0,73.3
2014,Life Sciences & Medicine,psychology,41,The Chinese University of Hong Kong (CUHK),Hong Kong,0,72.8
2014,Life Sciences & Medicine,psychology,42,University of York,United Kingdom,0,72.6
2014,Life Sciences & Medicine,psychology,43,University of Wisconsin-Madison,United States,5,72.5
2014,Life Sciences & Medicine,psychology,44,"University of California, San Diego (UCSD)",United States,0,72.4
2014,Life Sciences & Medicine,psychology,45,"Nanyang Technological University, Singapore (NTU)",Singapore,6,72.1
2014,Life Sciences & Medicine,psychology,46,University of Minnesota,United States,0,71.9
2014,Life Sciences & Medicine,psychology,47,University of Texas at Austin,United States,0,71.8
2014,Life Sciences & Medicine,psychology,48,Macquarie University,Australia,5,71.7
2014,Life Sciences & Medicine,psychology,48,Peking University,China,0,71.7
2014,Life Sciences & Medicine,psychology,48,Vanderbilt University,United States,0,71.7
2014,Life Sciences & Medicine,psychology,51-100,Brown University,United States,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Cornell University,United States,5,NaN
2014,Life Sciences & Medicine,psychology,51-100,Erasmus University Rotterdam,Netherlands,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Freie Universitaet Berlin,Germany,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Humboldt-Universit?t zu Berlin,Germany,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Indiana University Bloomington,United States,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Johns Hopkins University,United States,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Leiden University,Netherlands,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Northwestern University,United States,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Pennsylvania State University,United States,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Pontificia Universidad Cat?lica de Chile (UC),Chile,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Radboud University,Netherlands,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Ruprecht-Karls-Universitaet Heidelberg,Germany,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,The University of Adelaide,Australia,6,NaN
2014,Life Sciences & Medicine,psychology,51-100,The University of Tokyo,Japan,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,The University of Warwick,United Kingdom,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,The University of Western Ontario,Canada,5,NaN
2014,Life Sciences & Medicine,psychology,51-100,Tilburg University,Netherlands,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,"Trinity College Dublin, The University of Dublin",Ireland,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Universidad Aut?noma de Madrid,Spain,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,University Complutense Madrid,Spain,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Universidad de Buenos Aires (UBA),Argentina,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Universidad Nacional Aut?noma de M?xico (UNAM),Mexico,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Universidade de S?o Paulo,Brazil,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Universit? Cattolica del Sacro Cuore,Italy,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Alma Mater Studiorum - University of Bologna,Italy,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,University of Barcelona,Spain,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Universitat de Valencia,Spain,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Universit? Catholique de Louvain (UCL),Belgium,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,University of Birmingham,United Kingdom,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,University of Bristol,United Kingdom,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,"University of California, Davis",United States,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,"University of California, Irvine",United States,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,University of Colorado Boulder,United States,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,University of Copenhagen,Denmark,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,The University of Exeter,United Kingdom,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,University of Florida,United States,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,University of Glasgow,United Kingdom,6,NaN
2014,Life Sciences & Medicine,psychology,51-100,University of Groningen,Netherlands,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,University of Leeds,United Kingdom,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,"University of North Carolina, Chapel Hill",United States,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,University of Oslo,Norway,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,University of Southern California,United States,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,University of Washington,United States,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,University of Zurich,Switzerland,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Utrecht University,Netherlands,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Victoria University of Wellington,New Zealand,5,NaN
2014,Life Sciences & Medicine,psychology,51-100,Vrije Universiteit Amsterdam,Netherlands,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,Washington University in St. Louis,United States,0,NaN
2014,Life Sciences & Medicine,psychology,51-100,York University,Canada,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Aarhus University,Denmark,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Arizona State University,United States,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Beijing Normal University,China,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,"Birkbeck, University of London",United Kingdom,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Boston University,United States,5,NaN
2014,Life Sciences & Medicine,psychology,101-150,Carnegie Mellon University,United States,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,City University of New York,United States,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Curtin University,Australia,5,NaN
2014,Life Sciences & Medicine,psychology,101-150,Deakin University,Australia,5,NaN
2014,Life Sciences & Medicine,psychology,101-150,Eberhard Karls Universit?t T?bingen,Germany,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Emory University,United States,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Georg-August-University Goettingen,Germany,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Griffith University,Australia,5,NaN
2014,Life Sciences & Medicine,psychology,101-150,Karolinska Institutet,Sweden,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Kyoto University,Japan,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,La Trobe University,Australia,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Massey University,New Zealand,5,NaN
2014,Life Sciences & Medicine,psychology,101-150,McMaster University,Canada,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Michigan State University,United States,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Newcastle University,United Kingdom,6,NaN
2014,Life Sciences & Medicine,psychology,101-150,The Ohio State University,United States,6,NaN
2014,Life Sciences & Medicine,psychology,101-150,Purdue University,United States,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Queen's University at Kingston,Canada,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Sapienza University of Rome,Italy,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Simon Fraser University,Canada,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Tel Aviv University,Israel,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,The University of Nottingham,United Kingdom,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,The University of Sheffield,United Kingdom,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Universit? di Padova,Italy,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Universitat Aut?noma de Barcelona,Spain,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Albert-Ludwigs-Universitaet Freiburg,Germany,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Universit?t Konstanz,Germany,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Universit?t Mannheim,Germany,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,Universit? de Montr?al,Canada,6,NaN
2014,Life Sciences & Medicine,psychology,101-150,University of Alberta,Canada,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,The University of Arizona,United States,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,University of Canterbury,New Zealand,5,NaN
2014,Life Sciences & Medicine,psychology,101-150,University of Cape Town,South Africa,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,University of Geneva,Switzerland,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,University of Helsinki,Finland,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,University of Jyv?skyl?,Finland,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,University of Lausanne,Switzerland,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,University of South Australia,Australia,5,NaN
2014,Life Sciences & Medicine,psychology,101-150,University of Southampton,United Kingdom,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,University of St Andrews,United Kingdom,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,University of Sussex,United Kingdom,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,University of Turku,Finland,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,University of Virginia,United States,0,NaN
2014,Life Sciences & Medicine,psychology,101-150,University of Waterloo,Canada,6,NaN
2014,Life Sciences & Medicine,psychology,101-150,University of Wollongong,Australia,5,NaN
2014,Life Sciences & Medicine,psychology,151-200,Bangor University,United Kingdom,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Ben Gurion University of The Negev,Israel,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Concordia University,Canada,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Dalhousie University,Canada,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Dartmouth College,United States,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Durham University,United Kingdom,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Flinders University,Australia,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Georgia Institute of Technology,United States,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Julius-Maximilians-Universit?t W?rzburg,Germany,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Korea University,South Korea,5,NaN
2014,Life Sciences & Medicine,psychology,151-200,Lancaster University,United Kingdom,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Lund University,Sweden,5,NaN
2014,Life Sciences & Medicine,psychology,151-200,National Cheng Kung University (NCKU),Taiwan,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,National Taiwan University (NTU),Taiwan,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Osaka University,Japan,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Queen's University Belfast,United Kingdom,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Queensland University of Technology (QUT),Australia,5,NaN
2014,Life Sciences & Medicine,psychology,151-200,RMIT University,Australia,5,NaN
2014,Life Sciences & Medicine,psychology,151-200,Rutgers University - New Brunswick,United States,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Seoul National University,South Korea,6,NaN
2014,Life Sciences & Medicine,psychology,151-200,Stockholm University,Sweden,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Sungkyunkwan University (SKKU),South Korea,5,NaN
2014,Life Sciences & Medicine,psychology,151-200,Technische Universit?t Dresden,Germany,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Texas A&M University,United States,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Umea University,Sweden,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,University of Granada,Spain,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,University of Salamanca,Spain,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Universidade Federal do Rio Grande Do Sul,Brazil,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Universit?t des Saarlandes,Germany,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,University of Cologne,Germany,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Universit?t Leipzig,Germany,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,University of Vienna,Austria,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Aix-Marseille University,France,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Universite libre de Bruxelles,Belgium,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Universit? Paris Descartes,France,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,University of Bergen,Norway,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,"University of California, Santa Barbara (UCSB)",United States,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,University of Gothenburg,Sweden,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,"University of Illinois, Chicago (UIC)",United States,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,University of Iowa,United States,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,University of Kansas,United States,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,University of Kent,United Kingdom,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,University of Leicester,United Kingdom,5,NaN
2014,Life Sciences & Medicine,psychology,151-200,Universit? de Li?ge,Belgium,4,NaN
2014,Life Sciences & Medicine,psychology,151-200,"University of Maryland, College Park",United States,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,University of Milano-Bicocca,Italy,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,University of Pittsburgh,United States,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,University of Victoria,Canada,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Uppsala University,Sweden,0,NaN
2014,Life Sciences & Medicine,psychology,151-200,Westf?lische Wilhelms-Universitat M?nster,Germany,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,1,Harvard University,United States,5,98.7
2014,Life Sciences & Medicine,pharmacy-pharmacology,2,University of Oxford,United Kingdom,5,95
2014,Life Sciences & Medicine,pharmacy-pharmacology,3,King's College London,United Kingdom,0,91.1
2014,Life Sciences & Medicine,pharmacy-pharmacology,4,UCL (University College London),United Kingdom,0,90.3
2014,Life Sciences & Medicine,pharmacy-pharmacology,5,The University of Manchester,United Kingdom,0,89.6
2014,Life Sciences & Medicine,pharmacy-pharmacology,6,University of Cambridge,United Kingdom,5,89.3
2014,Life Sciences & Medicine,pharmacy-pharmacology,7,Karolinska Institutet,Sweden,0,89.2
2014,Life Sciences & Medicine,pharmacy-pharmacology,8,Monash University,Australia,0,89
2014,Life Sciences & Medicine,pharmacy-pharmacology,9,The University of Nottingham,United Kingdom,0,88.4
2014,Life Sciences & Medicine,pharmacy-pharmacology,10,Yale University,United States,5,88.2
2014,Life Sciences & Medicine,pharmacy-pharmacology,11,The University of New South Wales (UNSW Australia),Australia,6,88.1
2014,Life Sciences & Medicine,pharmacy-pharmacology,12,Imperial College London,United Kingdom,0,88
2014,Life Sciences & Medicine,pharmacy-pharmacology,12,National University of Singapore (NUS),Singapore,0,88
2014,Life Sciences & Medicine,pharmacy-pharmacology,12,The University of Tokyo,Japan,0,88
2014,Life Sciences & Medicine,pharmacy-pharmacology,15,University of Michigan,United States,5,87.9
2014,Life Sciences & Medicine,pharmacy-pharmacology,16,"University of California, San Francisco",United States,0,87.6
2014,Life Sciences & Medicine,pharmacy-pharmacology,16,University of Toronto,Canada,0,87.6
2014,Life Sciences & Medicine,pharmacy-pharmacology,18,"University of California, San Diego (UCSD)",United States,0,87.1
2014,Life Sciences & Medicine,pharmacy-pharmacology,19,The University of Arizona,United States,0,85.1
2014,Life Sciences & Medicine,pharmacy-pharmacology,20,Leiden University,Netherlands,0,84.8
2014,Life Sciences & Medicine,pharmacy-pharmacology,21,KU Leuven,Belgium,0,84.7
2014,Life Sciences & Medicine,pharmacy-pharmacology,22,University of British Columbia,Canada,0,84.6
2014,Life Sciences & Medicine,pharmacy-pharmacology,23,University of Pennsylvania,United States,5,84.3
2014,Life Sciences & Medicine,pharmacy-pharmacology,24,Kyoto University,Japan,0,83.9
2014,Life Sciences & Medicine,pharmacy-pharmacology,25,Duke University,United States,5,83.6
2014,Life Sciences & Medicine,pharmacy-pharmacology,26,University of Wisconsin-Madison,United States,5,83.2
2014,Life Sciences & Medicine,pharmacy-pharmacology,27,University of Geneva,Switzerland,0,83
2014,Life Sciences & Medicine,pharmacy-pharmacology,28,Johns Hopkins University,United States,0,82.5
2014,Life Sciences & Medicine,pharmacy-pharmacology,29,Seoul National University,South Korea,6,82.2
2014,Life Sciences & Medicine,pharmacy-pharmacology,29,University of Copenhagen,Denmark,0,82.2
2014,Life Sciences & Medicine,pharmacy-pharmacology,31,The University of Sydney,Australia,6,81.8
2014,Life Sciences & Medicine,pharmacy-pharmacology,32,The University of Melbourne,Australia,0,81.7
2014,Life Sciences & Medicine,pharmacy-pharmacology,33,The University of Queensland,Australia,0,81.6
2014,Life Sciences & Medicine,pharmacy-pharmacology,33,Uppsala University,Sweden,0,81.6
2014,Life Sciences & Medicine,pharmacy-pharmacology,35,Columbia University,United States,5,81.1
2014,Life Sciences & Medicine,pharmacy-pharmacology,36,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,0,80.4
2014,Life Sciences & Medicine,pharmacy-pharmacology,37,The University of Hong Kong,Hong Kong,0,80.2
2014,Life Sciences & Medicine,pharmacy-pharmacology,38,Peking University,China,0,79.7
2014,Life Sciences & Medicine,pharmacy-pharmacology,39,The University of Auckland,New Zealand,6,79.6
2014,Life Sciences & Medicine,pharmacy-pharmacology,40,McGill University,Canada,0,79.5
2014,Life Sciences & Medicine,pharmacy-pharmacology,41,University of Strathclyde,United Kingdom,5,79.2
2014,Life Sciences & Medicine,pharmacy-pharmacology,42,University of Alberta,Canada,0,78.7
2014,Life Sciences & Medicine,pharmacy-pharmacology,42,University of Washington,United States,0,78.7
2014,Life Sciences & Medicine,pharmacy-pharmacology,44,University of Glasgow,United Kingdom,6,78
2014,Life Sciences & Medicine,pharmacy-pharmacology,45,Ludwig-Maximilians-Universit?t M?nchen,Germany,0,77.7
2014,Life Sciences & Medicine,pharmacy-pharmacology,45,"University of North Carolina, Chapel Hill",United States,0,77.7
2014,Life Sciences & Medicine,pharmacy-pharmacology,47,Sungkyunkwan University (SKKU),South Korea,5,77.6
2014,Life Sciences & Medicine,pharmacy-pharmacology,48,Universidade de S?o Paulo,Brazil,0,77.5
2014,Life Sciences & Medicine,pharmacy-pharmacology,49,Mahidol University,Thailand,0,76.7
2014,Life Sciences & Medicine,pharmacy-pharmacology,49,University of Birmingham,United Kingdom,0,76.7
2014,Life Sciences & Medicine,pharmacy-pharmacology,49,University of Southern California,United States,0,76.7
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Cornell University,United States,5,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Freie Universitaet Berlin,Germany,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Fudan University,China,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Georg-August-University Goettingen,Germany,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Georgetown University,United States,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Korea University,South Korea,5,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Kyung Hee University,South Korea,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,National Taiwan University (NTU),Taiwan,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,New York University (NYU),United States,5,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,The Ohio State University,United States,6,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Osaka University,Japan,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Philipps-Universit?t Marburg,Germany,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Purdue University,United States,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Ruprecht-Karls-Universitaet Heidelberg,Germany,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Sapienza University of Rome,Italy,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Technical University of Munich,Germany,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,The University of Texas M. D. Anderson Cancer Center,United States,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,"Trinity College Dublin, The University of Dublin",Ireland,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Tufts University,United States,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Universidad Nacional Aut?noma de M?xico (UNAM),Mexico,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Universidade Estadual de Campinas (Unicamp),Brazil,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,UNESP,Brazil,4,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Universidade Federal de S?o Paulo,Brazil,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Universidade Federal do Rio de Janeiro,Brazil,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,University of Milan,Italy,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,University of Barcelona,Spain,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Friedrich-Alexander-Universit?t Erlangen-N?rnberg,Germany,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Universit?t Frankfurt am Main,Germany,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Albert-Ludwigs-Universitaet Freiburg,Germany,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Universit? Catholique de Louvain (UCL),Belgium,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Universit? Paris Descartes,France,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Universit? Paris-Sud,France,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Universit? Pierre et Marie Curie (UPMC),France,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Universiti Sains Malaysia (USM),Malaysia,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,University of Basel,Switzerland,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,University of Bristol,United Kingdom,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,University of Dundee,United Kingdom,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,University of Florida,United States,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,"University of Illinois, Chicago (UIC)",United States,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,University of Kansas,United States,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,University of Lausanne,Switzerland,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,University of Leeds,United Kingdom,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,University of Minnesota,United States,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,University of Pittsburgh,United States,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,University of Texas at Austin,United States,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,University of Utah,United States,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,University of Zurich,Switzerland,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Virginia Commonwealth University,United States,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,51-100,Yonsei University,South Korea,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Baylor College of Medicine,United States,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Boston University,United States,5,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Cardiff University,United Kingdom,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,China Medical University,Taiwan,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Chulalongkorn University,Thailand,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Eberhard Karls Universit?t T?bingen,Germany,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Ewha Womans University,South Korea,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Hanyang University,South Korea,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Johannes Gutenberg Universit?t Mainz,Germany,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Keio University,Japan,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Kyushu University,Japan,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Nagoya University,Japan,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Nanjing University,China,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Northeastern University,United States,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Queen's University at Kingston,Canada,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Queen's University Belfast,United Kingdom,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Rutgers University - New Brunswick,United States,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Shanghai Jiao Tong University,China,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Temple University,United States,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,The Chinese University of Hong Kong (CUHK),Hong Kong,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,The University of Western Australia,Australia,6,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Tohoku University,Japan,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Tokyo University of Pharmacy and Life Sciences,Japan,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Tokyo University of Science,Japan,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Tsinghua University,China,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,University Complutense Madrid,Spain,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Universidad de Buenos Aires (UBA),Argentina,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Universidade de Santiago de Compostela,Spain,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Universidade Federal de Minas Gerais,Brazil,4,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Universidade Federal de Santa Catarina,Brazil,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,Universidade Federal do Rio Grande Do Sul,Brazil,0,NaN
2014,Life Sciences & Medicine,pharmacy-pharmacology,101-150,University of Florence,Italy,0,NaN
