year,area,subject,ranking,univ_title,country,QS_stars_rating,ovarall_score
2013,Arts & Humanities,philosophy,1,University of Oxford,United Kingdom,5,98.5
2013,Arts & Humanities,philosophy,2,University of Cambridge,United Kingdom,5,87.2
2013,Arts & Humanities,philosophy,3,Princeton University,United States,5,86.7
2013,Arts & Humanities,philosophy,4,New York University (NYU),United States,5,86.1
2013,Arts & Humanities,philosophy,5,"University of California, Berkeley (UCB)",United States,0,83
2013,Arts & Humanities,philosophy,6,Massachusetts Institute of Technology (MIT),United States,6,81.8
2013,Arts & Humanities,philosophy,7,University of Pittsburgh,United States,0,81.5
2013,Arts & Humanities,philosophy,8,Rutgers University - New Brunswick,United States,0,80.6
2013,Arts & Humanities,philosophy,9,Stanford University,United States,5,80.5
2013,Arts & Humanities,philosophy,10,The Australian National University,Australia,6,80
2013,Arts & Humanities,philosophy,11,University of Toronto,Canada,0,78.5
2013,Arts & Humanities,philosophy,12,University of St Andrews,United Kingdom,0,77
2013,Arts & Humanities,philosophy,13,London School of Economics and Political Science (LSE),United Kingdom,0,76.3
2013,Arts & Humanities,philosophy,14,Harvard University,United States,5,76.2
2013,Arts & Humanities,philosophy,15,Columbia University,United States,5,74.4
2013,Arts & Humanities,philosophy,16,King's College London,United Kingdom,0,73.2
2013,Arts & Humanities,philosophy,17,Peking University,China,0,72.8
2013,Arts & Humanities,philosophy,18,McGill University,Canada,0,71.7
2013,Arts & Humanities,philosophy,19,University of Michigan,United States,5,71.6
2013,Arts & Humanities,philosophy,20,University of Chicago,United States,5,71
2013,Arts & Humanities,philosophy,21,Yale University,United States,5,70.9
2013,Arts & Humanities,philosophy,22,The University of Edinburgh,United Kingdom,0,70.8
2013,Arts & Humanities,philosophy,23,UCL (University College London),United Kingdom,0,70.3
2013,Arts & Humanities,philosophy,24,Humboldt-Universit?t zu Berlin,Germany,0,70
2013,Arts & Humanities,philosophy,25,Ruprecht-Karls-Universitaet Heidelberg,Germany,0,69.1
2013,Arts & Humanities,philosophy,26,Universit? Paris 1 Panth?on-Sorbonne,France,0,68.8
2013,Arts & Humanities,philosophy,27,KU Leuven,Belgium,0,68.6
2013,Arts & Humanities,philosophy,28,Universit? Paris-Sorbonne (Paris IV),France,0,68.5
2013,Arts & Humanities,philosophy,29,Tsinghua University,China,0,68.4
2013,Arts & Humanities,philosophy,30,The University of Hong Kong,Hong Kong,0,68
2013,Arts & Humanities,philosophy,31,Fudan University,China,0,67.8
2013,Arts & Humanities,philosophy,32,Universidad Nacional Aut?noma de M?xico (UNAM),Mexico,0,67.3
2013,Arts & Humanities,philosophy,33,"University of California, Los Angeles (UCLA)",United States,0,67.1
2013,Arts & Humanities,philosophy,34,Ludwig-Maximilians-Universit?t M?nchen,Germany,0,64.9
2013,Arts & Humanities,philosophy,35,"Ecole normale sup?rieure, Paris",France,0,64.8
2013,Arts & Humanities,philosophy,35,University of British Columbia,Canada,0,64.8
2013,Arts & Humanities,philosophy,37,Monash University,Australia,0,64.5
2013,Arts & Humanities,philosophy,38,The University of Sydney,Australia,6,63.4
2013,Arts & Humanities,philosophy,38,University of Bristol,United Kingdom,0,63.4
2013,Arts & Humanities,philosophy,40,Boston University,United States,5,63.2
2013,Arts & Humanities,philosophy,41,Universidade de S?o Paulo,Brazil,0,62.6
2013,Arts & Humanities,philosophy,42,Cornell University,United States,5,62.4
2013,Arts & Humanities,philosophy,43,The Chinese University of Hong Kong (CUHK),Hong Kong,0,62.3
2013,Arts & Humanities,philosophy,44,Universidade Estadual de Campinas (Unicamp),Brazil,0,62.1
2013,Arts & Humanities,philosophy,45,Brown University,United States,0,61.8
2013,Arts & Humanities,philosophy,46,"University of North Carolina, Chapel Hill",United States,0,61.1
2013,Arts & Humanities,philosophy,47,Universit?t Frankfurt am Main,Germany,0,61
2013,Arts & Humanities,philosophy,47,University of Amsterdam,Netherlands,0,61
2013,Arts & Humanities,philosophy,49,The University of Auckland,New Zealand,6,60.9
2013,Arts & Humanities,philosophy,49,University of Geneva,Switzerland,0,60.9
2013,Arts & Humanities,philosophy,51-100,Beijing Normal University,China,0,NaN
2013,Arts & Humanities,philosophy,51-100,"Birkbeck, University of London",United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,51-100,Central European University,Hungary,0,NaN
2013,Arts & Humanities,philosophy,51-100,Duke University,United States,5,NaN
2013,Arts & Humanities,philosophy,51-100,Durham University,United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,51-100,Freie Universitaet Berlin,Germany,0,NaN
2013,Arts & Humanities,philosophy,51-100,Leiden University,Netherlands,0,NaN
2013,Arts & Humanities,philosophy,51-100,Macquarie University,Australia,5,NaN
2013,Arts & Humanities,philosophy,51-100,National Taiwan University (NTU),Taiwan,0,NaN
2013,Arts & Humanities,philosophy,51-100,National University of Singapore (NUS),Singapore,0,NaN
2013,Arts & Humanities,philosophy,51-100,Northwestern University,United States,0,NaN
2013,Arts & Humanities,philosophy,51-100,The Ohio State University,United States,6,NaN
2013,Arts & Humanities,philosophy,51-100,Pennsylvania State University,United States,0,NaN
2013,Arts & Humanities,philosophy,51-100,Queen's University at Kingston,Canada,0,NaN
2013,Arts & Humanities,philosophy,51-100,Stockholm University,Sweden,0,NaN
2013,Arts & Humanities,philosophy,51-100,The University of Adelaide,Australia,6,NaN
2013,Arts & Humanities,philosophy,51-100,The University of Manchester,United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,51-100,The University of Melbourne,Australia,0,NaN
2013,Arts & Humanities,philosophy,51-100,The University of New South Wales (UNSW Australia),Australia,6,NaN
2013,Arts & Humanities,philosophy,51-100,The University of Queensland,Australia,0,NaN
2013,Arts & Humanities,philosophy,51-100,The University of Sheffield,United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,51-100,The University of Warwick,United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,51-100,The University of Western Ontario,Canada,5,NaN
2013,Arts & Humanities,philosophy,51-100,Universidad de Buenos Aires (UBA),Argentina,0,NaN
2013,Arts & Humanities,philosophy,51-100,Universidade Federal de Minas Gerais,Brazil,4,NaN
2013,Arts & Humanities,philosophy,51-100,Universidade Federal do Rio de Janeiro,Brazil,0,NaN
2013,Arts & Humanities,philosophy,51-100,Universit? Cattolica del Sacro Cuore,Italy,0,NaN
2013,Arts & Humanities,philosophy,51-100,University of Barcelona,Spain,0,NaN
2013,Arts & Humanities,philosophy,51-100,Albert-Ludwigs-Universitaet Freiburg,Germany,0,NaN
2013,Arts & Humanities,philosophy,51-100,Universit?t Hamburg,Germany,0,NaN
2013,Arts & Humanities,philosophy,51-100,University of Vienna,Austria,0,NaN
2013,Arts & Humanities,philosophy,51-100,Universit? Catholique de Louvain (UCL),Belgium,0,NaN
2013,Arts & Humanities,philosophy,51-100,Universit? de Montr?al,Canada,6,NaN
2013,Arts & Humanities,philosophy,51-100,Universit? du Qu?bec,Canada,0,NaN
2013,Arts & Humanities,philosophy,51-100,University of Alberta,Canada,0,NaN
2013,Arts & Humanities,philosophy,51-100,The University of Arizona,United States,0,NaN
2013,Arts & Humanities,philosophy,51-100,"University of California, Davis",United States,0,NaN
2013,Arts & Humanities,philosophy,51-100,University of Canterbury,New Zealand,5,NaN
2013,Arts & Humanities,philosophy,51-100,University of Copenhagen,Denmark,0,NaN
2013,Arts & Humanities,philosophy,51-100,University of Helsinki,Finland,0,NaN
2013,Arts & Humanities,philosophy,51-100,University of Leeds,United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,51-100,University of Notre Dame,United States,0,NaN
2013,Arts & Humanities,philosophy,51-100,University of Oslo,Norway,0,NaN
2013,Arts & Humanities,philosophy,51-100,University of Otago,New Zealand,6,NaN
2013,Arts & Humanities,philosophy,51-100,University of Ottawa,Canada,0,NaN
2013,Arts & Humanities,philosophy,51-100,University of Pennsylvania,United States,5,NaN
2013,Arts & Humanities,philosophy,51-100,University of Texas at Austin,United States,0,NaN
2013,Arts & Humanities,philosophy,51-100,University of Wisconsin-Madison,United States,5,NaN
2013,Arts & Humanities,philosophy,51-100,Victoria University of Wellington,New Zealand,5,NaN
2013,Arts & Humanities,philosophy,51-100,Wuhan University,China,0,NaN
2013,Arts & Humanities,philosophy,101-150,Boston College,United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,Charles University in Prague,Czech Republic,0,NaN
2013,Arts & Humanities,philosophy,101-150,City University of New York,United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,Eberhard Karls Universit?t T?bingen,Germany,0,NaN
2013,Arts & Humanities,philosophy,101-150,Erasmus University Rotterdam,Netherlands,0,NaN
2013,Arts & Humanities,philosophy,101-150,Fordham University,United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,Georg-August-University Goettingen,Germany,0,NaN
2013,Arts & Humanities,philosophy,101-150,Georgetown University,United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,Indiana University Bloomington,United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,Johns Hopkins University,United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,McMaster University,Canada,0,NaN
2013,Arts & Humanities,philosophy,101-150,Michigan State University,United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,Purdue University,United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,Renmin (People's) University of China,China,0,NaN
2013,Arts & Humanities,philosophy,101-150,Ruhr-Universit?t Bochum,Germany,0,NaN
2013,Arts & Humanities,philosophy,101-150,Sapienza University of Rome,Italy,0,NaN
2013,Arts & Humanities,philosophy,101-150,Sun Yat-sen University,China,0,NaN
2013,Arts & Humanities,philosophy,101-150,The University of Nottingham,United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,101-150,"Trinity College Dublin, The University of Dublin",Ireland,0,NaN
2013,Arts & Humanities,philosophy,101-150,Tufts University,United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,University Complutense Madrid,Spain,0,NaN
2013,Arts & Humanities,philosophy,101-150,Universidad de los Andes - Chile,Chile,0,NaN
2013,Arts & Humanities,philosophy,101-150,Universidad Nacional de C?rdoba - UNC,Argentina,0,NaN
2013,Arts & Humanities,philosophy,101-150,University of Milan,Italy,0,NaN
2013,Arts & Humanities,philosophy,101-150,Universit? di Padova,Italy,0,NaN
2013,Arts & Humanities,philosophy,101-150,Universitat Aut?noma de Barcelona,Spain,0,NaN
2013,Arts & Humanities,philosophy,101-150,University College Dublin,Ireland,0,NaN
2013,Arts & Humanities,philosophy,101-150,University of Birmingham,United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,101-150,"University of California, Irvine",United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,"University of California, Riverside",United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,"University of California, San Diego (UCSD)",United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,University of Florida,United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,Ghent University,Belgium,0,NaN
2013,Arts & Humanities,philosophy,101-150,University of Glasgow,United Kingdom,6,NaN
2013,Arts & Humanities,philosophy,101-150,University of Groningen,Netherlands,0,NaN
2013,Arts & Humanities,philosophy,101-150,University of Illinois at Urbana-Champaign,United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,"University of Illinois, Chicago (UIC)",United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,University of Minnesota,United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,University of Reading,United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,101-150,University of Sussex,United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,101-150,University of Turku,Finland,0,NaN
2013,Arts & Humanities,philosophy,101-150,University of Washington,United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,University of Waterloo,Canada,6,NaN
2013,Arts & Humanities,philosophy,101-150,University of York,United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,101-150,University of Zurich,Switzerland,0,NaN
2013,Arts & Humanities,philosophy,101-150,Utrecht University,Netherlands,0,NaN
2013,Arts & Humanities,philosophy,101-150,Vrije Universiteit Amsterdam,Netherlands,0,NaN
2013,Arts & Humanities,philosophy,101-150,Washington University in St. Louis,United States,0,NaN
2013,Arts & Humanities,philosophy,101-150,York University,Canada,0,NaN
2013,Arts & Humanities,philosophy,101-150,Zhejiang University,China,0,NaN
2013,Arts & Humanities,philosophy,151-200,Aarhus University,Denmark,0,NaN
2013,Arts & Humanities,philosophy,151-200,Arizona State University,United States,0,NaN
2013,Arts & Humanities,philosophy,151-200,Bilkent University,Turkey,0,NaN
2013,Arts & Humanities,philosophy,151-200,Brandeis University,United States,0,NaN
2013,Arts & Humanities,philosophy,151-200,Carnegie Mellon University,United States,0,NaN
2013,Arts & Humanities,philosophy,151-200,Emory University,United States,0,NaN
2013,Arts & Humanities,philosophy,151-200,The Hebrew University of Jerusalem,Israel,0,NaN
2013,Arts & Humanities,philosophy,151-200,Hong Kong Baptist University,Hong Kong,5,NaN
2013,Arts & Humanities,philosophy,151-200,La Trobe University,Australia,0,NaN
2013,Arts & Humanities,philosophy,151-200,Lancaster University,United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,151-200,Pontificia Universidad Cat?lica de Valpara?so,Chile,0,NaN
2013,Arts & Humanities,philosophy,151-200,Queen's University Belfast,United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,151-200,Radboud University,Netherlands,0,NaN
2013,Arts & Humanities,philosophy,151-200,Rheinische Friedrich-Wilhelms-Universit?t Bonn,Germany,0,NaN
2013,Arts & Humanities,philosophy,151-200,Syracuse University,United States,0,NaN
2013,Arts & Humanities,philosophy,151-200,Tel Aviv University,Israel,0,NaN
2013,Arts & Humanities,philosophy,151-200,Temple University,United States,0,NaN
2013,Arts & Humanities,philosophy,151-200,Texas A&M University,United States,0,NaN
2013,Arts & Humanities,philosophy,151-200,Tilburg University,Netherlands,0,NaN
2013,Arts & Humanities,philosophy,151-200,Universidad Aut?noma de Madrid,Spain,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Granada,Spain,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Navarra,Spain,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Salamanca,Spain,0,NaN
2013,Arts & Humanities,philosophy,151-200,Universidade de Bras?lia,Brazil,0,NaN
2013,Arts & Humanities,philosophy,151-200,Universidade Federal de Santa Catarina,Brazil,0,NaN
2013,Arts & Humanities,philosophy,151-200,Universitat de Valencia,Spain,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Cologne,Germany,0,NaN
2013,Arts & Humanities,philosophy,151-200,Universit? de Fribourg,Switzerland,0,NaN
2013,Arts & Humanities,philosophy,151-200,Universite libre de Bruxelles,Belgium,0,NaN
2013,Arts & Humanities,philosophy,151-200,University at Buffalo SUNY,United States,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Aberdeen,United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Bern,Switzerland,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Calgary,Canada,5,NaN
2013,Arts & Humanities,philosophy,151-200,University of Cape Town,South Africa,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Colorado Boulder,United States,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Essex,United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,151-200,The University of Exeter,United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Hertfordshire,United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Lausanne,Switzerland,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Ljubljana,Slovenia,0,NaN
2013,Arts & Humanities,philosophy,151-200,"University of Maryland, College Park",United States,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Massachusetts Amherst,United States,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Miami,United States,0,NaN
2013,Arts & Humanities,philosophy,151-200,"University of Missouri, Columbia",United States,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Southampton,United Kingdom,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Southern California,United States,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Stirling,United Kingdom,5,NaN
2013,Arts & Humanities,philosophy,151-200,University of Utah,United States,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Victoria,Canada,0,NaN
2013,Arts & Humanities,philosophy,151-200,University of Virginia,United States,0,NaN
2013,Arts & Humanities,modern-languages,1,University of Oxford,United Kingdom,5,100
2013,Arts & Humanities,modern-languages,2,University of Cambridge,United Kingdom,5,99.2
2013,Arts & Humanities,modern-languages,3,Harvard University,United States,5,98.3
2013,Arts & Humanities,modern-languages,4,"University of California, Berkeley (UCB)",United States,0,92.9
2013,Arts & Humanities,modern-languages,5,Yale University,United States,5,92.5
2013,Arts & Humanities,modern-languages,6,Princeton University,United States,5,89.8
2013,Arts & Humanities,modern-languages,7,Stanford University,United States,5,88.8
2013,Arts & Humanities,modern-languages,8,Columbia University,United States,5,86.3
2013,Arts & Humanities,modern-languages,9,National University of Singapore (NUS),Singapore,0,86.1
2013,Arts & Humanities,modern-languages,9,UCL (University College London),United Kingdom,0,86.1
2013,Arts & Humanities,modern-languages,11,University of Chicago,United States,5,84.5
2013,Arts & Humanities,modern-languages,12,University of Toronto,Canada,0,84.3
2013,Arts & Humanities,modern-languages,13,Peking University,China,0,84.2
2013,Arts & Humanities,modern-languages,14,Universit? Paris-Sorbonne (Paris IV),France,0,84.1
2013,Arts & Humanities,modern-languages,14,"University of California, Los Angeles (UCLA)",United States,0,84.1
2013,Arts & Humanities,modern-languages,16,The Australian National University,Australia,6,84
2013,Arts & Humanities,modern-languages,17,The University of Edinburgh,United Kingdom,0,83.8
2013,Arts & Humanities,modern-languages,18,The University of Melbourne,Australia,0,82.6
2013,Arts & Humanities,modern-languages,18,The University of Hong Kong,Hong Kong,0,82.6
2013,Arts & Humanities,modern-languages,20,The University of Tokyo,Japan,0,82.4
2013,Arts & Humanities,modern-languages,21,Massachusetts Institute of Technology (MIT),United States,6,81.8
2013,Arts & Humanities,modern-languages,22,New York University (NYU),United States,5,81.5
2013,Arts & Humanities,modern-languages,23,University of Michigan,United States,5,79.1
2013,Arts & Humanities,modern-languages,24,Kyoto University,Japan,0,78.8
2013,Arts & Humanities,modern-languages,25,Brown University,United States,0,78.6
2013,Arts & Humanities,modern-languages,26,The University of Warwick,United Kingdom,0,78.4
2013,Arts & Humanities,modern-languages,27,Cornell University,United States,5,78.2
2013,Arts & Humanities,modern-languages,28,Duke University,United States,5,77.9
2013,Arts & Humanities,modern-languages,29,The University of Manchester,United Kingdom,0,77.4
2013,Arts & Humanities,modern-languages,29,Universidad de Buenos Aires (UBA),Argentina,0,77.4
2013,Arts & Humanities,modern-languages,31,Universidad Nacional Aut?noma de M?xico (UNAM),Mexico,0,77.3
2013,Arts & Humanities,modern-languages,32,Waseda University,Japan,0,76.9
2013,Arts & Humanities,modern-languages,33,Humboldt-Universit?t zu Berlin,Germany,0,76.7
2013,Arts & Humanities,modern-languages,34,The Chinese University of Hong Kong (CUHK),Hong Kong,0,76.5
2013,Arts & Humanities,modern-languages,34,The University of Sydney,Australia,6,76.5
2013,Arts & Humanities,modern-languages,36,McGill University,Canada,0,76.4
2013,Arts & Humanities,modern-languages,37,King's College London,United Kingdom,0,76.3
2013,Arts & Humanities,modern-languages,38,Monash University,Australia,0,76.1
2013,Arts & Humanities,modern-languages,39,Ludwig-Maximilians-Universit?t M?nchen,Germany,0,75.7
2013,Arts & Humanities,modern-languages,39,The University of Queensland,Australia,0,75.7
2013,Arts & Humanities,modern-languages,41,Freie Universitaet Berlin,Germany,0,75.6
2013,Arts & Humanities,modern-languages,42,The University of Auckland,New Zealand,6,74.9
2013,Arts & Humanities,modern-languages,42,"Trinity College Dublin, The University of Dublin",Ireland,0,74.9
2013,Arts & Humanities,modern-languages,44,Seoul National University,South Korea,6,74.7
2013,Arts & Humanities,modern-languages,44,University of Pennsylvania,United States,5,74.7
2013,Arts & Humanities,modern-languages,46,Yonsei University,South Korea,0,74.5
2013,Arts & Humanities,modern-languages,47,Ruprecht-Karls-Universitaet Heidelberg,Germany,0,74.4
2013,Arts & Humanities,modern-languages,48,University of British Columbia,Canada,0,74.2
2013,Arts & Humanities,modern-languages,49,University of Wisconsin-Madison,United States,5,73.9
2013,Arts & Humanities,modern-languages,50,Fudan University,China,0,73.8
2013,Arts & Humanities,modern-languages,51-100,City University of Hong Kong,Hong Kong,6,NaN
2013,Arts & Humanities,modern-languages,51-100,Durham University,United Kingdom,0,NaN
2013,Arts & Humanities,modern-languages,51-100,"Ecole normale sup?rieure, Paris",France,0,NaN
2013,Arts & Humanities,modern-languages,51-100,Georgetown University,United States,0,NaN
2013,Arts & Humanities,modern-languages,51-100,Hankuk (Korea) University of Foreign Studies,South Korea,0,NaN
2013,Arts & Humanities,modern-languages,51-100,Indiana University Bloomington,United States,0,NaN
2013,Arts & Humanities,modern-languages,51-100,Jagiellonian University,Poland,0,NaN
2013,Arts & Humanities,modern-languages,51-100,KU Leuven,Belgium,0,NaN
2013,Arts & Humanities,modern-languages,51-100,King Saud University,Saudi Arabia,5,NaN
2013,Arts & Humanities,modern-languages,51-100,Korea University,South Korea,5,NaN
2013,Arts & Humanities,modern-languages,51-100,Lancaster University,United Kingdom,0,NaN
2013,Arts & Humanities,modern-languages,51-100,Leiden University,Netherlands,0,NaN
2013,Arts & Humanities,modern-languages,51-100,Lomonosov Moscow State University,Russia,0,NaN
2013,Arts & Humanities,modern-languages,51-100,"Nanyang Technological University, Singapore (NTU)",Singapore,6,NaN
2013,Arts & Humanities,modern-languages,51-100,National Taiwan University (NTU),Taiwan,0,NaN
2013,Arts & Humanities,modern-languages,51-100,Pontificia Universidad Cat?lica de Chile (UC),Chile,0,NaN
2013,Arts & Humanities,modern-languages,51-100,Sapienza University of Rome,Italy,0,NaN
2013,Arts & Humanities,modern-languages,51-100,SOAS University of London,United Kingdom,0,NaN
2013,Arts & Humanities,modern-languages,51-100,Stockholm University,Sweden,0,NaN
2013,Arts & Humanities,modern-languages,51-100,The University of New South Wales (UNSW Australia),Australia,6,NaN
2013,Arts & Humanities,modern-languages,51-100,The University of Nottingham,United Kingdom,0,NaN
2013,Arts & Humanities,modern-languages,51-100,The University of Western Australia,Australia,6,NaN
2013,Arts & Humanities,modern-languages,51-100,Tsinghua University,China,0,NaN
2013,Arts & Humanities,modern-languages,51-100,University Complutense Madrid,Spain,0,NaN
2013,Arts & Humanities,modern-languages,51-100,University of Salamanca,Spain,0,NaN
2013,Arts & Humanities,modern-languages,51-100,Universidade de S?o Paulo,Brazil,0,NaN
2013,Arts & Humanities,modern-languages,51-100,Universidade Estadual de Campinas (Unicamp),Brazil,0,NaN
2013,Arts & Humanities,modern-languages,51-100,Universidade Federal do Rio de Janeiro,Brazil,0,NaN
2013,Arts & Humanities,modern-languages,51-100,University of Milan,Italy,0,NaN
2013,Arts & Humanities,modern-languages,51-100,Alma Mater Studiorum - University of Bologna,Italy,0,NaN
2013,Arts & Humanities,modern-languages,51-100,University of Vienna,Austria,0,NaN
2013,Arts & Humanities,modern-languages,51-100,Universit? Catholique de Louvain (UCL),Belgium,0,NaN
2013,Arts & Humanities,modern-languages,51-100,Universit? de Montr?al,Canada,6,NaN
2013,Arts & Humanities,modern-languages,51-100,Universit? Paris 1 Panth?on-Sorbonne,France,0,NaN
2013,Arts & Humanities,modern-languages,51-100,University College Cork,Ireland,5,NaN
2013,Arts & Humanities,modern-languages,51-100,University College Dublin,Ireland,0,NaN
2013,Arts & Humanities,modern-languages,51-100,University of Amsterdam,Netherlands,0,NaN
2013,Arts & Humanities,modern-languages,51-100,University of Birmingham,United Kingdom,0,NaN
2013,Arts & Humanities,modern-languages,51-100,University of Bristol,United Kingdom,0,NaN
2013,Arts & Humanities,modern-languages,51-100,University of Copenhagen,Denmark,0,NaN
2013,Arts & Humanities,modern-languages,51-100,University of Geneva,Switzerland,0,NaN
2013,Arts & Humanities,modern-languages,51-100,University of Glasgow,United Kingdom,6,NaN
2013,Arts & Humanities,modern-languages,51-100,University of Helsinki,Finland,0,NaN
2013,Arts & Humanities,modern-languages,51-100,University of Illinois at Urbana-Champaign,United States,0,NaN
2013,Arts & Humanities,modern-languages,51-100,University of Leeds,United Kingdom,0,NaN
2013,Arts & Humanities,modern-languages,51-100,University of St Andrews,United Kingdom,0,NaN
2013,Arts & Humanities,modern-languages,51-100,University of Texas at Austin,United States,0,NaN
2013,Arts & Humanities,modern-languages,51-100,University of York,United Kingdom,0,NaN
2013,Arts & Humanities,modern-languages,51-100,Uppsala University,Sweden,0,NaN
2013,Arts & Humanities,modern-languages,51-100,Victoria University of Wellington,New Zealand,5,NaN
2013,Arts & Humanities,modern-languages,101-150,Aarhus University,Denmark,0,NaN
2013,Arts & Humanities,modern-languages,101-150,The American University in Cairo,Egypt,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Boston University,United States,5,NaN
2013,Arts & Humanities,modern-languages,101-150,Cairo University,Egypt,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Charles University in Prague,Czech Republic,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Chulalongkorn University,Thailand,0,NaN
2013,Arts & Humanities,modern-languages,101-150,City University of New York,United States,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Eberhard Karls Universit?t T?bingen,Germany,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Ewha Womans University,South Korea,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Johns Hopkins University,United States,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Lund University,Sweden,5,NaN
2013,Arts & Humanities,modern-languages,101-150,Macquarie University,Australia,5,NaN
2013,Arts & Humanities,modern-languages,101-150,Nanjing University,China,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Northwestern University,United States,0,NaN
2013,Arts & Humanities,modern-languages,101-150,The Ohio State University,United States,6,NaN
2013,Arts & Humanities,modern-languages,101-150,Osaka University,Japan,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Pennsylvania State University,United States,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Pontif?cia Universidade Cat?lica de S?o Paulo,Brazil,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Queen Mary University of London,United Kingdom,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Ruhr-Universit?t Bochum,Germany,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Rutgers University - New Brunswick,United States,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Shanghai Jiao Tong University,China,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Sogang University,South Korea,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Sungkyunkwan University (SKKU),South Korea,5,NaN
2013,Arts & Humanities,modern-languages,101-150,Instituto Tecnol?gico y de Estudios Superiores de Monterrey,Mexico,5,NaN
2013,Arts & Humanities,modern-languages,101-150,Thammasat University,Thailand,4,NaN
2013,Arts & Humanities,modern-languages,101-150,The University of Sheffield,United Kingdom,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Universidad Aut?noma de Madrid,Spain,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Universidad Nacional de C?rdoba - UNC,Argentina,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Universidade Federal de Minas Gerais,Brazil,4,NaN
2013,Arts & Humanities,modern-languages,101-150,University of Pisa,Italy,4,NaN
2013,Arts & Humanities,modern-languages,101-150,Universitat Aut?noma de Barcelona,Spain,0,NaN
2013,Arts & Humanities,modern-languages,101-150,University of Barcelona,Spain,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Universit?t Hamburg,Germany,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Universit?t Konstanz,Germany,0,NaN
2013,Arts & Humanities,modern-languages,101-150,Universite libre de Bruxelles,Belgium,0,NaN
