course_id,course_title,img_url,instructor_name,instructor_bio,gender,age
edX-837,Principles of Synthetic Biology,https://www.edx.org/sites/default/files/person/image/20.305x-weiss-110x110.png,Ron Weiss,null,male,40.4
edX-838,"Developing International Software, Part 2",https://www.edx.org/sites/default/files/person/image/dis50x-rettig-110x110.png,Bj?rn Rettig,"Senior Director for Technical Content, Learning Experiences at Microsoft",male,32.8
edX-838,"Developing International Software, Part 2",https://www.edx.org/sites/default/files/person/image/dis50x-kano-110x110.png,Nadine Kano,"Partner at The Arioso Group, LLC",female,29.3
edX-838,"Developing International Software, Part 2",https://www.edx.org/sites/default/files/person/image/dis50.2-de_los_reyes11162015-110x110.png,August de los Reyes,null,male,37.9
edX-838,"Developing International Software, Part 2",https://www.edx.org/sites/default/files/person/image/dis50.2-edwards11162015-110x110.png,Kate Edwards,null,female,42.8
edX-838,"Developing International Software, Part 2",https://www.edx.org/sites/default/files/person/image/dis50.2-fortune11302015-110x110.png,Erik Fortune,Principal Software Engineer at Microsoft,male,40.8
edX-839,Optimizing Microsoft Windows Server Storage,https://www.edx.org/sites/default/files/person/image/inf201.22x-staley-110x110.png,Cynthia Staley,Senior Content Developer at Microsoft,female,48.8
edX-839,Optimizing Microsoft Windows Server Storage,https://www.edx.org/sites/default/files/person/image/inf201.22x-policht-110x110.png,Marcin Policht,System Engineer at Microsoft,male,31.9
edX-840,Atomic and Optical Physics I? Part 4: Atom-Light Interactions 2: Line Broadening and Two-Photon Transitions,https://www.edx.org/sites/default/files/person/image/8.421.1x-ketterle-110x110.png,Wolfgang Ketterle,null,male,41.9
edX-840,Atomic and Optical Physics I? Part 4: Atom-Light Interactions 2: Line Broadening and Two-Photon Transitions,https://www.edx.org/sites/default/files/person/image/pritchard_david_x110.jpg,David E. Pritchard,Cecil and Ida Green Professor of Physics at MIT,male,66.1
edX-840,Atomic and Optical Physics I? Part 4: Atom-Light Interactions 2: Line Broadening and Two-Photon Transitions,https://www.edx.org/sites/default/files/person/image/chuang_isaac.4f39ed15d584.jpg,Isaac Chuang,"Professor of Electrical Engineering and Computer Science, and Professor of Physics at MIT",male,37.6
edX-841,Lessons from Ebola: Preventing the Next Pandemic,https://www.edx.org/sites/default/files/person/image/ashishjha-110x110.jpg,Ashish Jha,"Director, Harvard Global Health Institute at Harvard University",none,0.0
edX-842,Advanced Credit Risk Management,https://www.edx.org/sites/default/files/person/image/advcrm1x-crillo-110x110.png,Pasquale Cirillo,"Assistant Professor, Applied Probability, Applied Mathematics at Delft University of Technology",male,32.4
edX-843,Calculus 1B: Integration,https://www.edx.org/sites/default/files/person/image/18.01.1x-ap-calculus-jerison-110x110.png,David Jerison,null,male,47.5
edX-843,Calculus 1B: Integration,https://www.edx.org/sites/default/files/person/image/18.01.1x-ap-calculus-stafilani-110x110.png,Gigliola Staffilani,null,female,44.0
edX-843,Calculus 1B: Integration,https://www.edx.org/sites/default/files/person/image/18.01.1x-ap-calculus-french-110x110.png,Jen French,null,female,35.4
edX-843,Calculus 1B: Integration,https://www.edx.org/sites/default/files/person/image/karene_chu-110x110.png,Karene Chu,null,male,31.6
edX-844,Will China Rise as a Disruptive Force? The Insiders¡¯ Perspective,https://www.edx.org/sites/default/files/person/image/thu00022x-will_china_rise_as_a_disruptive_force-daokui-110x110.png,David Daokui Li,"Mansfield Freeman Chair Professor of Economics, School of Economics and Management at TsinghuaX",male,30.8
edX-844,Will China Rise as a Disruptive Force? The Insiders¡¯ Perspective,https://www.edx.org/sites/default/files/person/image/thu00022x-will_china_rise_as_a_disruptive_force-hui-110x110.png,Wang Hui,"Changjiang Professor of Literature & History, School of Humanities at TsinghuaX",male,33.7
edX-844,Will China Rise as a Disruptive Force? The Insiders¡¯ Perspective,https://www.edx.org/sites/default/files/person/image/thu00022x-will_china_rise_as_a_disruptive_force-xuetong-110x110.png,Yan Xuetong,"Professor of International Relations, Department of International Relations at TsinghuaX",male,53.5
edX-845,Predictive Analytics,https://www.edx.org/sites/default/files/person/image/qm901x-kumar-110x110.png,Dinesh Kumar,null,male,46.7
edX-846,Implementing Microsoft Windows Server Disks and Volumes,https://www.edx.org/sites/default/files/person/image/inf201.22x-staley-110x110.png,Cynthia Staley,Senior Content Developer at Microsoft,female,48.8
edX-846,Implementing Microsoft Windows Server Disks and Volumes,https://www.edx.org/sites/default/files/person/image/inf201.22x-policht-110x110.png,Marcin Policht,System Engineer at Microsoft,male,31.9
edX-847,Writing Exams for Science and Engineering Courses,https://www.edx.org/sites/default/files/person/image/rtsix-laplante-110x110.png,Phillip Laplante,Professor of Software and Systems Engineering at The Pennsylvania State University,male,45.9
edX-848,China¡¯s Perspective on Climate Change | ???ý¦?ûùîÜñé??ÊÇ,https://www.edx.org/sites/default/files/person/image/00460032x-he-110x110.png,Jiankun He,"Professor, Director, Institute of Low Carbon Economy at Tsinghua University",none,0.0
edX-848,China¡¯s Perspective on Climate Change | ???ý¦?ûùîÜñé??ÊÇ,https://www.edx.org/sites/default/files/person/image/00460032x-luo-110x110.png,Yong Luo,"Professor, Associate Director, Center for Earth System Science at Tsinghua University",male,46.3
edX-848,China¡¯s Perspective on Climate Change | ???ý¦?ûùîÜñé??ÊÇ,https://www.edx.org/sites/default/files/person/image/00460032x-teng-110x110.png,Fei Teng,"Associate Professor, Institute of Energy, Environment and Economy at Tsinghua University",male,30.0
edX-848,China¡¯s Perspective on Climate Change | ???ý¦?ûùîÜñé??ÊÇ,https://www.edx.org/sites/default/files/person/image/00460032x-zhang-110x110.png,Xiliang Zhang,"Professor, Executive Dean, Institute of Energy, Environment and Economy at Tsinghua University",male,48.6
edX-848,China¡¯s Perspective on Climate Change | ???ý¦?ûùîÜñé??ÊÇ,https://www.edx.org/sites/default/files/person/image/00460032x-li-110x110.png,Zheng Li,"Professor, Dean, Department of Thermal Engineering at Tsinghua University",male,48.7
edX-848,China¡¯s Perspective on Climate Change | ???ý¦?ûùîÜñé??ÊÇ,https://www.edx.org/sites/default/files/person/image/00460032x-kebin_he-110x110.png,Kebin He,"Professor, Dean, School of Environment at Tsinghua University",none,0.0
edX-849,Enhancing Teacher Education Through OER,https://www.edx.org/sites/default/files/person/image/freda-wolfenden_110x110.jpg,Freda Wolfenden,null,female,41.5
edX-849,Enhancing Teacher Education Through OER,https://www.edx.org/sites/default/files/person/image/kris-stutchbury_110x110.jpg,Kris Stutchbury,null,female,40.8
edX-849,Enhancing Teacher Education Through OER,https://www.edx.org/sites/default/files/person/image/tess101x-enhancing_teacher_education_through_oer-amos-110x110.png,Sandra Amos,null,female,52.8
edX-849,Enhancing Teacher Education Through OER,https://www.edx.org/sites/default/files/person/image/tess101x-enhancing_teacher_education_through_oer-paranjpe-110x110.png,Sandhya Paranjpe,null,female,70.2
edX-849,Enhancing Teacher Education Through OER,https://www.edx.org/sites/default/files/person/image/tess101x-henry-110x110.png,Fiona Henry,null,female,31.9
edX-849,Enhancing Teacher Education Through OER,https://www.edx.org/sites/default/files/person/image/cross11182015-110x110.png,Simon Cross,null,male,36.4
edX-850,The Extremes of Life: Microbes and Their Diversity,https://www.edx.org/sites/default/files/person/image/003x-atomi-110x110.png,Haruyuki Atomi,null,male,44.9
edX-851,Alian?as P?blico Privadas para o Desenvolvimento: Implementando Solu??es no Brasil,https://www.edx.org/sites/default/files/person/image/idb8x-public_private_partnerships-astorga-110x110.png,Ignacio Astorga,null,male,49.8
edX-851,Alian?as P?blico Privadas para o Desenvolvimento: Implementando Solu??es no Brasil,https://www.edx.org/sites/default/files/person/image/idb8x-public_private_partnerships-campos-110x110.png,Sergio Campos,null,male,39.1
edX-851,Alian?as P?blico Privadas para o Desenvolvimento: Implementando Solu??es no Brasil,https://www.edx.org/sites/default/files/person/image/idb8.1x-dezolt-110x110a.png,Ana Lucia Dezolt,null,female,39.2
edX-851,Alian?as P?blico Privadas para o Desenvolvimento: Implementando Solu??es no Brasil,https://www.edx.org/sites/default/files/person/image/idb8x-public_private_partnerships-fioravanti-110x110.png,Reinaldo Fioravanti,null,male,39.0
edX-851,Alian?as P?blico Privadas para o Desenvolvimento: Implementando Solu??es no Brasil,https://www.edx.org/sites/default/files/person/image/idb8.1x-gilio-110x110a.png,Ismael Gilio,null,male,53.8
edX-851,Alian?as P?blico Privadas para o Desenvolvimento: Implementando Solu??es no Brasil,https://www.edx.org/sites/default/files/person/image/idb8.1x-ketterer-110x110a.png,Juan Ketterer,null,male,72.1
edX-851,Alian?as P?blico Privadas para o Desenvolvimento: Implementando Solu??es no Brasil,https://www.edx.org/sites/default/files/person/image/idb8.1x-mendez-110x110a.png,Gustavo Mendez,null,male,47.0
edX-851,Alian?as P?blico Privadas para o Desenvolvimento: Implementando Solu??es no Brasil,https://www.edx.org/sites/default/files/person/image/idb8.1x-ribeiro-110x110.png,Karisa Ribeiro,null,none,0.0
edX-851,Alian?as P?blico Privadas para o Desenvolvimento: Implementando Solu??es no Brasil,https://www.edx.org/sites/default/files/person/image/idb8.1x-rocha-110x110.png,Marcia Rocha,null,female,40.5
edX-851,Alian?as P?blico Privadas para o Desenvolvimento: Implementando Solu??es no Brasil,https://www.edx.org/sites/default/files/person/image/idb8.1x-zappani-110x110a.png,German Zappani,null,male,36.4
edX-852,Human Rights: The Right to Freedom of Expression,https://www.edx.org/sites/default/files/person/image/rights1x-white-110x110.png,Emilie White,null,none,0.0
edX-852,Human Rights: The Right to Freedom of Expression,https://www.edx.org/sites/default/files/person/image/rights1x-weber-110x110.png,Barbara Weber,null,female,31.2
edX-852,Human Rights: The Right to Freedom of Expression,https://www.edx.org/sites/default/files/person/image/rights1x-belay-110x110.png,Netsanet Belay,null,male,37.3
edX-852,Human Rights: The Right to Freedom of Expression,https://www.edx.org/sites/default/files/person/image/rights1x-jaber-110x110.png,Mazen Jaber,null,male,39.7
edX-852,Human Rights: The Right to Freedom of Expression,https://www.edx.org/sites/default/files/person/image/rights1x-rao-110x110.png,Tara Rao,null,female,34.5
edX-852,Human Rights: The Right to Freedom of Expression,https://www.edx.org/sites/default/files/person/image/rights1x-sganga-110x110.png,Cristina Sganga,null,none,0.0
edX-852,Human Rights: The Right to Freedom of Expression,https://www.edx.org/sites/default/files/person/image/rights1x-abdelhamid-110x110.png,Rana Abdelhamid,null,none,0.0
edX-852,Human Rights: The Right to Freedom of Expression,https://www.edx.org/sites/default/files/person/image/rights1x-ayiecho-110x110.png,Awuor Ayiecho,null,male,18.5
edX-852,Human Rights: The Right to Freedom of Expression,https://www.edx.org/sites/default/files/person/image/rights1x-stella-110x110a.png,Stella Andenyi,null,female,18.7
edX-852,Human Rights: The Right to Freedom of Expression,https://www.edx.org/sites/default/files/person/image/rights1x-fellner11162015-110x110.png,Robert Fellner,null,male,36.3
edX-852,Human Rights: The Right to Freedom of Expression,https://www.edx.org/sites/default/files/person/image/rights1x-folkvord11162015-110x110.png,Gerald Kador Folkvord,null,male,45.2
edX-853,Philosophy: Minds and Machines,https://www.edx.org/sites/default/files/person/image/24.09x-byrne-110x110.png,Alex Byrne,null,male,52.0
edX-853,Philosophy: Minds and Machines,https://www.edx.org/sites/default/files/person/image/24.118x-paradox_and_infinity-rochford-110x110.png,Damien Rochford,Postdoctoral Fellow in Philosophy at MIT,male,26.6
edX-854,Atomic and Optical Physics I? Part 3: Atom-Light Interactions 1 -- Matrix elements and quantized field,https://www.edx.org/sites/default/files/person/image/8.421.1x-ketterle-110x110.png,Wolfgang Ketterle,null,male,41.9
edX-854,Atomic and Optical Physics I? Part 3: Atom-Light Interactions 1 -- Matrix elements and quantized field,https://www.edx.org/sites/default/files/person/image/pritchard_david_x110.jpg,David E. Pritchard,Cecil and Ida Green Professor of Physics at MIT,male,66.1
edX-854,Atomic and Optical Physics I? Part 3: Atom-Light Interactions 1 -- Matrix elements and quantized field,https://www.edx.org/sites/default/files/person/image/chuang_isaac.4f39ed15d584.jpg,Isaac Chuang,"Professor of Electrical Engineering and Computer Science, and Professor of Physics at MIT",male,37.6
edX-855,Analyzing Global Trends for Business and Society,https://www.edx.org/sites/default/files/person/image/trends1x-guillen-110x110.png,Mauro Guill?n,null,none,0.0
edX-856,AP¢ç Physics 1 - Part 1: Linear Motion,https://www.edx.org/sites/default/files/person/image/gigi_head_shot.png,Gigi Noe,Online Course Developer and AP Physics Teacher Educator at Rice University,female,29.7
edX-856,AP¢ç Physics 1 - Part 1: Linear Motion,https://www.edx.org/sites/default/files/person/image/hafner_0.jpg,Jason Hafner,"Professor of Physics, Astronomy and Chemistry at Rice University",male,37.6
edX-856,AP¢ç Physics 1 - Part 1: Linear Motion,https://www.edx.org/sites/default/files/person/image/wilson-_110x110.png,Matt Wilson,AP Physics teacher at Fort Bend ISD,male,41.4
edX-857,"Computing: Art, Magic, Science - Part II",https://www.edx.org/sites/default/files/person/image/bertrand-meyer-110x110.jpg,Bertrand Meyer,Professor at Politecnico di Milano and Innopolis University,male,50.9
edX-857,"Computing: Art, Magic, Science - Part II",https://www.edx.org/sites/default/files/person/image/peter-widmayar-110x110_0.png,Marco Piccioni,null,male,40.2
edX-857,"Computing: Art, Magic, Science - Part II",https://www.edx.org/sites/default/files/person/image/cams-ii-x-furia-110x110.png,Carlo A. Furia,null,male,30.9
edX-858,Datolog?a: La toma de decisiones basada en datos | Datalogy: Data-driven decision making,https://www.edx.org/sites/default/files/person/image/idb10x-de_melo-110x110a.png,Ivette Fis de Melo,null,none,0.0
edX-858,Datolog?a: La toma de decisiones basada en datos | Datalogy: Data-driven decision making,https://www.edx.org/sites/default/files/person/image/idb10x-palomino-110x110a.png,Norma Palomino,null,none,0.0
edX-859,Introduction to Cloud Computing,https://www.edx.org/sites/default/files/person/image/rob-linsky.png,Rob Linsky,null,male,48.6
edX-860,Javaïïßí?? | Java Programming,https://www.edx.org/sites/default/files/person/image/04830340x-tang-110x110a.png,ÓÐÓÞÞÂ Tang Dashi,null,male,45.4
edX-861,AP¢ç Biology - Part 2: Genetics,https://www.edx.org/sites/default/files/person/image/advbio.2x-ferguson-110x110.png,Lee Ferguson,null,none,0.0
edX-862,AP¢ç Environmental Science - Part 2: Populations,https://www.edx.org/sites/default/files/person/image/whitaker-110x110.jpg,Reid Whitaker,null,male,42.8
edX-862,AP¢ç Environmental Science - Part 2: Populations,https://www.edx.org/sites/default/files/person/image/shari_carswell_110x110.jpg,Shari Carswell,null,female,29.6
edX-863,AP¢ç Physics 2 - Part 2: Electricity and Magnetism,https://www.edx.org/sites/default/files/person/image/whitaker-110x110.jpg,Reid Whitaker,null,male,42.8
edX-863,AP¢ç Physics 2 - Part 2: Electricity and Magnetism,https://www.edx.org/sites/default/files/person/image/wilson-_110x110.png,Matt Wilson,AP Physics teacher at Fort Bend ISD,male,41.4
edX-864,Going Out on a Limb: Anatomy of the Upper Limb,https://www.edx.org/sites/default/files/person/image/jwhitephoto110x110.jpg,James S. White,null,male,56.2
edX-865,Introduction to Windows Server,https://www.edx.org/sites/default/files/person/image/inf201.22x-staley-110x110.png,Cynthia Staley,Senior Content Developer at Microsoft,female,48.8
edX-866,"""Pride and Prejudice"" by Austen: BerkeleyX Book Club",https://www.edx.org/sites/default/files/person/image/maggie_sokolik_x110.jpg,Maggie Sokolik,"Director of College Writing Programs at University of California, Berkeley",female,50.3
edX-867,Evolution of the Human Sociality: A Quest for the Origin of Our Social Behavior,https://www.edx.org/sites/default/files/person/image/000x-yamagiwa2-110x110.png,Juichi Yamagiwa,null,male,53.2
edX-867,Evolution of the Human Sociality: A Quest for the Origin of Our Social Behavior,https://www.edx.org/sites/default/files/person/image/000x-hongo-110x110.png,Shun Hongo,null,male,24.4
edX-868,"Science at the Polls: Biology for Voters, Part 2",https://www.edx.org/sites/default/files/person/image/jasper_rine_110x110.jpg,Jasper Rine,null,male,55.9
edX-868,"Science at the Polls: Biology for Voters, Part 2",https://www.edx.org/sites/default/files/person/image/fyodor_urnov_110x110.jpg,Fyodor Urnov,null,male,43.1
edX-869,Writing Case Studies: Science of Delivery,https://www.edx.org/sites/default/files/person/image/jw-profile-pic.png,Jennifer Widner,"Professor of Politics and International Affairs, Director of Innovations for Successful Societies at Princeton University",female,39.8
edX-869,Writing Case Studies: Science of Delivery,https://www.edx.org/sites/default/files/person/image/casestudies101x-nuka-110x110.png,Pallavi Nuka,Associate Director of Innovations for Successful Societies at Princeton University,female,38.9
edX-870,Force and Motion: Pedagogical Content Knowledge for Teaching Physics,https://www.edx.org/sites/default/files/person/image/andrew_duffy.png,Andrew Duffy,null,male,72.3
edX-870,Force and Motion: Pedagogical Content Knowledge for Teaching Physics,https://www.edx.org/sites/default/files/person/image/fnm_peter_garik.jpg,Peter Garik,null,male,73.1
edX-871,Making Biologic Medicines for Patients: The Principles of Biopharmaceutical Manufacturing,https://www.edx.org/sites/default/files/person/image/jchristopherlove-110x110.png,J. Christopher Love,Associate Professor of Chemical Engineering at Koch Institute for Integrative Cancer Research at MIT,male,41.9
edX-871,Making Biologic Medicines for Patients: The Principles of Biopharmaceutical Manufacturing,https://www.edx.org/sites/default/files/person/image/10.03x-sinskey-110x110.png,Anthony J. Sinskey,Professor of Microbiology and Engineering Systems at Massachusetts Institute of Technology,male,68.2
edX-871,Making Biologic Medicines for Patients: The Principles of Biopharmaceutical Manufacturing,https://www.edx.org/sites/default/files/person/image/10.03x-springs-110x110.png,Dr. Stacy L. Springs,Director of the Biomanufacturing Research Program (BioMAN) at MIT Center for Biomedical Innovation,female,31.6
edX-871,Making Biologic Medicines for Patients: The Principles of Biopharmaceutical Manufacturing,https://www.edx.org/sites/default/files/person/image/paulwbarone.png,Dr. Paul W. Barone,Associate Director of the Biomanufacturing Research Program (BioMAN) at MIT Center for Biomedical Innovation (CBI),male,39.8
edX-871,Making Biologic Medicines for Patients: The Principles of Biopharmaceutical Manufacturing,https://www.edx.org/sites/default/files/person/image/betsyskrip.png,Betsy Skrip,Science Visualization Specialist at MIT Center for Biomedical Innovation (CBI),female,24.0
edX-871,Making Biologic Medicines for Patients: The Principles of Biopharmaceutical Manufacturing,https://www.edx.org/sites/default/files/person/image/10.03x-mozdzierz-110x110.png,Nicholas Mozdzierz,NIGMS/MIT Biotechnology Training Program Fellow at Department of Chemical Engineering at MIT,male,24.9
edX-871,Making Biologic Medicines for Patients: The Principles of Biopharmaceutical Manufacturing,https://www.edx.org/sites/default/files/person/image/10.03x-miller-110x110.png,Eric Miller,"PhD student, Department of Chemical Engineering at Massachusetts Institute of Technology",male,29.0
edX-872,Preparing for the AP Calculus AB Exam ? Part 1: Derivatives,https://www.edx.org/sites/default/files/person/image/advcalcab.1x-blanco-110x110.png,Daniel Blanco,null,male,34.2
edX-872,Preparing for the AP Calculus AB Exam ? Part 1: Derivatives,https://www.edx.org/sites/default/files/person/image/advcalcab.1x-jensen-110x110.png,Tracey Jensen,null,female,41.5
edX-873,The Great War and Modern Philosophy,https://www.edx.org/sites/default/files/person/image/graphx-dewarren-110x110.png,Nicolas de Warren,null,male,43.4
edX-874,Take Your Medicine: How to Be a Savvy Consumer,https://www.edx.org/sites/default/files/person/image/janet_walkow_x110.jpg,Dr. Janet Walkow,Executive Director at Drug Dynamics Institute,female,45.3
edX-874,Take Your Medicine: How to Be a Savvy Consumer,https://www.edx.org/sites/default/files/person/image/alan_watts_x110.jpg,Dr. Alan Watts,Assistant Director at Drug Dynamics Institute,male,37.1
edX-874,Take Your Medicine: How to Be a Savvy Consumer,https://www.edx.org/sites/default/files/person/image/ut.4.10x-take_your_medicine-kidwell-110x110.png,Dr. Donna Kidwell,Co-Founder and President at Webstudent International,female,47.9
edX-875,Hydraulics â©Õô?,https://www.edx.org/sites/default/files/person/image/hyd1.1x-iling-110x110.png,Li Ling,null,female,33.7
edX-876,Making Government Work in Hard Places,https://www.edx.org/sites/default/files/person/image/jw-profile-pic.png,Jennifer Widner,"Professor of Politics and International Affairs, Director of Innovations for Successful Societies at Princeton University",female,39.8
edX-877,"Fundamentals of Immunology, Part 1",https://www.edx.org/sites/default/files/person/image/alma_moon_novotny_x110.jpg,Alma Moon Novotny,Faculty at Rice University,female,42.8
edX-878,Atomic and Optical Physics I ? Part 2: Atomic structure and atoms in external field,https://www.edx.org/sites/default/files/person/image/8.421.1x-ketterle-110x110.png,Wolfgang Ketterle,null,male,41.9
edX-878,Atomic and Optical Physics I ? Part 2: Atomic structure and atoms in external field,https://www.edx.org/sites/default/files/person/image/pritchard_david_x110.jpg,David E. Pritchard,Cecil and Ida Green Professor of Physics at MIT,male,66.1
edX-878,Atomic and Optical Physics I ? Part 2: Atomic structure and atoms in external field,https://www.edx.org/sites/default/files/person/image/chuang_isaac.4f39ed15d584.jpg,Isaac Chuang,"Professor of Electrical Engineering and Computer Science, and Professor of Physics at MIT",male,37.6
edX-879,Educaci?n intercultural. Perspectivas interdisciplinarias,https://www.edx.org/sites/default/files/person/image/upn002x-rebolledo-110x110.png,Nicanor Rebolledo,null,none,0.0
edX-880,Mobile Computing with App Inventor ? CS Principles,https://www.edx.org/sites/default/files/person/image/t002x-mobile-computing-with-app-inventor-pt.-1-morelli-110x110.png,Ralph A. Morelli,null,male,75.6
edX-881,Resiliencia N?mica,https://www.edx.org/sites/default/files/person/image/iiidrn101x-olvera-110x110.png,Dagoberto Flores Olvera,null,male,59.4
edX-881,Resiliencia N?mica,https://www.edx.org/sites/default/files/person/image/iiidrn101x-gonzalez-110x110.png,Miryam ?ngeles Gonz?lez,null,female,34.9
edX-881,Resiliencia N?mica,https://www.edx.org/sites/default/files/person/image/iiidrn101x-paz-110x110.png,Mal? S?nchez Paz,null,female,41.9
edX-881,Resiliencia N?mica,https://www.edx.org/sites/default/files/person/image/iiidrn101x-matence-110x110.png,Agust?n R?os Matence,null,male,72.1
edX-881,Resiliencia N?mica,https://www.edx.org/sites/default/files/person/image/iiidrn101x-ramirez-110x110.png,Jos? Antonio Monroy Ram?rez,null,male,48.8
edX-881,Resiliencia N?mica,https://www.edx.org/sites/default/files/person/image/iiidrn101x-fernandez-110x110_0.png,Gerardo Fern?ndez Fern?ndez,null,male,50.8
edX-882,Science in Art: The Chemistry of Art Materials and Conservation,https://www.edx.org/sites/default/files/person/image/trinityx-dephillips-110x110.png,Henry DePhillips,null,male,74.3
edX-883,Introduction to Functional Programming,https://www.edx.org/sites/default/files/person/image/erik_meijer_110p.jpg,Erik Meijer,null,male,42.4
edX-884,? la d?couverte du th??tre classique fran?ais ? Tome 1,https://www.edx.org/sites/default/files/person/image/lf001.1x-forestier-110x110_0.png,Georges Forestier,null,male,72.7
edX-885,DNA: Biology¡¯s Genetic Code,https://www.edx.org/sites/default/files/person/image/bioc300.1x-eich-110x110.png,Elizabeth Eich,null,female,39.9
edX-885,DNA: Biology¡¯s Genetic Code,https://www.edx.org/sites/default/files/person/image/kathleen_matthews_110x110_0.jpg,Kathleen Matthews,null,female,61.5
edX-886,International Politics in the Korean Peninsula ? Part 2,https://www.edx.org/sites/default/files/person/image/dong_joon_jo110x110.jpg,Dong-Joon Jo,Professor of International Relations at Seoul National University,male,51.6
edX-887,Seducciones de Sor Juana,https://www.edx.org/sites/default/files/person/image/sdsj01x-lorenzano-110x110.png,Sandra Lorenzano,null,female,41.5
edX-888,Super-Earths And Life,https://www.edx.org/sites/default/files/person/image/dimitar-sasselov-110x110.jpg,Dimitar Sasselov,Professor of Astronomy at Harvard University,male,48.8
edX-888,Super-Earths And Life,https://www.edx.org/sites/default/files/person/image/colin-fredericks-110x110.jpg,Colin Fredericks,Lead Course Developer at HarvardX at Harvard University,none,0.0
edX-889,War for the Greater Middle East,https://www.edx.org/sites/default/files/person/image/andrew-bacevich-110x110.jpg,Andrew Bacevich,null,none,0.0
edX-889,War for the Greater Middle East,https://www.edx.org/sites/default/files/person/image/mark-kukis-110x110.jpg,Mark Kukis,null,male,42.6
edX-890,Electronic Literature,https://www.edx.org/sites/default/files/person/image/marksample_110x110.jpg,Dr. Mark Sample,Associate Professor of Digital Studies at Davidson College,male,44.9
edX-890,Electronic Literature,https://www.edx.org/sites/default/files/person/image/eshelmen-110x110.jpg,Kristen Eshleman,null,none,0.0
edX-890,Electronic Literature,https://www.edx.org/sites/default/files/person/image/robert_headshot-110x110.jpg,Robert McSwain,null,male,37.9
edX-890,Electronic Literature,https://www.edx.org/sites/default/files/person/image/sara-hiv-aids-110x110.jpg,Sara Swanson,null,none,0.0
edX-891,Introduction to the Quran: The Scripture of Islam,https://www.edx.org/sites/default/files/person/image/reynolds.jpg,Gabriel Said Reynolds,Course Instructor at University of Notre Dame,none,0.0
edX-891,Introduction to the Quran: The Scripture of Islam,https://www.edx.org/sites/all/themes/atedx/images/default-person.png,Andrew J. O¡¯Connor,Teaching Assistant at University of Notre Dame,none,0.0
edX-891,Introduction to the Quran: The Scripture of Islam,https://www.edx.org/sites/all/themes/atedx/images/default-person.png,M.T. Wahba,Teaching Assistant at University of Notre Dame,none,0.0
edX-892,"Fundamentals of Nanoelectronics, Part B: Quantum Transport",https://www.edx.org/sites/default/files/person/image/supriyo-datta_110x110.jpg,Supriyo Datta,null,male,61.4
edX-892,"Fundamentals of Nanoelectronics, Part B: Quantum Transport",https://www.edx.org/sites/default/files/person/image/rafatul-faria_110x110.jpg,Rafatul Faria,null,none,0.0
edX-892,"Fundamentals of Nanoelectronics, Part B: Quantum Transport",https://www.edx.org/sites/default/files/person/image/shehrin-sayed_110x110.jpg,Shehrin Sayed,null,male,37.4
edX-892,"Fundamentals of Nanoelectronics, Part B: Quantum Transport",https://www.edx.org/sites/default/files/person/image/witkoske_110x110.png,Evan Witkoske,null,male,40.7
edX-893,Managing Addiction: A Framework for Successful Treatment,https://www.edx.org/sites/default/files/person/image/femke-buisman-pijlman_110x110.jpg,Femke Buisman-Pijlman,null,female,54.9
edX-893,Managing Addiction: A Framework for Successful Treatment,https://www.edx.org/sites/default/files/person/image/addictionx-managing_addiction-gowing-110x110.png,Linda Gowing,null,none,0.0
edX-893,Managing Addiction: A Framework for Successful Treatment,https://www.edx.org/sites/default/files/person/image/addictionx-managing_addiction-ali-110x110.png,Robert Ali,null,male,51.0
edX-893,Managing Addiction: A Framework for Successful Treatment,https://www.edx.org/sites/default/files/person/image/addictionx-salem-110x110b.png,Abdallah Salem,null,male,43.4
edX-894,Mathematical Modeling in Biology and Life Sciences ßæÚª??ËïÙ¼,https://www.edx.org/sites/default/files/person/image/01139732x-tao-110x110.png,Dr. Louis Tao,null,male,33.7
edX-895,ñé?û»??ÑÑë×?? | Internet Finance in China,https://www.edx.org/sites/default/files/person/image/01719840x-huang_song_-110x110.png,ã¡ ?,null,male,31.7
edX-896,ñé?ßÂ??? - ìý????ø¹ Intermediate Business Chinese - Recruitment and Marketing,https://www.edx.org/sites/default/files/person/image/20000002x-cai_yun_ling_-110x110.png,óù éö×Ð,null,none,0.0
edX-897,Debt Sustainability Analysis,https://www.edx.org/sites/default/files/person/image/yakadina-110x110.jpg,Irina Yakadina,null,female,39.0
edX-897,Debt Sustainability Analysis,https://www.edx.org/sites/default/files/person/image/adina_popescu_110x110.jpg,Adina Popescu,null,female,46.1
edX-897,Debt Sustainability Analysis,https://www.edx.org/sites/default/files/person/image/narita-110x110.jpg,Machiko Narita,null,female,30.6
edX-897,Debt Sustainability Analysis,https://www.edx.org/sites/default/files/person/image/oliva-110x110.jpg,Maria Oliva,null,female,31.5
edX-897,Debt Sustainability Analysis,https://www.edx.org/sites/default/files/person/image/debrun-110x110.jpg,Xavier Debrun,null,male,39.8
edX-898,Introduction to Deep Earth Science ? Part 1,https://www.edx.org/sites/default/files/person/image/geos101x-intro_to_deep_earth_science_p1-hirose-110x110.png,Kei Hirose,null,none,0.0
edX-899,Administraci?n de proyectos de Tecnolog?as de la Informaci?n,https://www.edx.org/sites/default/files/person/image/upevipn03x-perez-110x110.png,Ricardo ?ngel Aguilar P?rez,null,male,41.5
