course_id,course_title,img_url,instructor_name,instructor_bio,gender,age
edX-20,Awareness-Based Systems Change with u.lab - How to Sense and Actualize the Future,https://www.edx.org/sites/default/files/person/image/dayna-15s23-110x110.jpg,Dayna Cunningham,"Executive Director, Community Innovators Lab at MIT",female,49.1
edX-20,Awareness-Based Systems Change with u.lab - How to Sense and Actualize the Future,https://www.edx.org/sites/default/files/person/image/kelvy-15s23-110x110_0.jpg,Kelvy Bird,Presencing Institute,female,34.3
edX-20,Awareness-Based Systems Change with u.lab - How to Sense and Actualize the Future,https://www.edx.org/sites/default/files/person/image/15.761x-u.lab_transforming_business_society_and_self-arts-110x110.png,Julie Arts,Presencing Institute,male,42.1
edX-20,Awareness-Based Systems Change with u.lab - How to Sense and Actualize the Future,https://www.edx.org/sites/default/files/person/image/15.671x-arawana-110x110.png,Arawana Hayashi,Presencing Institute,female,41.0
edX-20,Awareness-Based Systems Change with u.lab - How to Sense and Actualize the Future,https://www.edx.org/sites/default/files/person/image/15.671x-brandt-110x110.png,Lili Xu Brandt,Presencing Institute,female,33.8
edX-20,Awareness-Based Systems Change with u.lab - How to Sense and Actualize the Future,https://www.edx.org/sites/default/files/person/image/martin2_110x110.jpg,Martin Kalungu-Banda,Presencing Institute,male,48.8
edX-21,Big Data Analysis with Apache Spark,https://www.edx.org/sites/default/files/person/image/anthony_joseph_110x110.jpg,Anthony D. Joseph,"Professor in Electrical Engineering and Computer Science at University of California, Berkeley",male,32.7
edX-22,English Composition,https://www.edx.org/sites/default/files/person/image/duane_roen.jpeg,Duane Roen,"Vice Provost, Polytechnic Campus at Arizona State University",male,57.9
edX-22,English Composition,https://www.edx.org/sites/default/files/person/image/pacton_110x110.jpg,Adam Pacton,Lecturer at Arizona State University,male,41.5
edX-22,English Composition,https://www.edx.org/sites/default/files/person/image/jamiepacton_110x110.jpg,Jamie Merriman-Pacton,Course Coordinator at Arizona State University,female,44.6
edX-23,Human Origins,https://www.edx.org/sites/default/files/person/image/johanson_don.png,Dr. Donald C. Johanson,"Founding Director, Institute of Human Origins at Arizona State University",none,0.0
edX-24,Introduction to Sociology,https://www.edx.org/sites/default/files/person/image/lisawhitaker_110x110.jpg,Lisa Grey Whitaker,"Lecturer, School of Social and Family Dynamics at Arizona State University",female,68.2
edX-25,Principles of Machine Learning,https://webview.edx.org/sites/default/files/person/image/dat203x-elston-110x110.png,Dr. Steve Elston,"Managing Director at Quantia Analytics, LLC",male,47.2
edX-25,Principles of Machine Learning,https://webview.edx.org/sites/default/files/person/image/dat203x-rudin-110x110.png,Cynthia Rudin,Associate Professor at MIT and Duke,none,0.0
edX-26,Solar Energy,https://www.edx.org/sites/default/files/person/image/arno-smets_x110.jpg,Arno Smets,"Professor, Electrical Engineering, Mathematics and Computer Science at Delft University of Technology",male,38.1
edX-27,"Technological, Social, and Sustainable Systems",https://www.edx.org/sites/default/files/person/image/allenby_110x110.jpg,Dr. Brad Allenby,"President¡¯s Professor, Civil, Environmental and Sustainable Engineering at Arizona State University",male,63.1
edX-28,The Ancient Greek Hero in 24 Hours,https://webview.edx.org/sites/default/files/person/image/nagy_x110.jpg,Gregory Nagy,Francis Jones Professor of Classical Greek Literature and Professor of Comparative Literature at Harvard University,male,77.9
edX-28,The Ancient Greek Hero in 24 Hours,https://webview.edx.org/sites/default/files/person/image/leonard_muellner_x110.jpg,Leonard Muellner,"Professor Emeritus of Classical Studies, Brandeis University, and Director for IT and Publications, Harvard¡¯s Center for Hellenic Studies at Brandeis University",male,74.7
edX-28,The Ancient Greek Hero in 24 Hours,https://webview.edx.org/sites/default/files/person/image/kevin_mcgrath_x110.jpg,Kevin McGrath,Associate of the Department of South Asian Studies at Harvard University,male,54.7
edX-28,The Ancient Greek Hero in 24 Hours,https://webview.edx.org/sites/default/files/person/image/keith_stone.jpg,Keith Stone,"CHS Fellow in Instructional Design and Comparative Ancient Texts, Harvard Center for Hellenic Studies at Harvard University",male,30.9
edX-28,The Ancient Greek Hero in 24 Hours,https://webview.edx.org/sites/default/files/person/image/claudia_filos_pic.jpg,Claudia Filos,"Executive Producer of HeroesX and Executive Producer of Digital Content & Educational Programing, Harvard¡¯s Center for Hellenic Studies at Harvard University",female,45.3
edX-28,The Ancient Greek Hero in 24 Hours,https://webview.edx.org/sites/default/files/person/image/sarah_scott_photo_0.jpg,Sarah Scott,"Associate Producer of HeroesX, Harvard's Center for Hellenic Studies at Harvard University",female,55.5
edX-29,Management Accounting for Decision Making,https://www.edx.org/sites/default/files/person/image/msn_profilepic_110x110.jpg,MS Narasimhan,Professor at IIM Bangalore,male,53.2
edX-30,World of Wine: From Grape to Glass,https://www.edx.org/sites/default/files/person/image/kerry-wilkinson_110x110.jpg,Kerry Wilkinson,Associate Professor of Oenology at University of Adelaide,female,34.8
edX-30,World of Wine: From Grape to Glass,https://www.edx.org/sites/default/files/person/image/cassandra-collins_110x110.jpg,Cassandra Collins,Senior Lecturer in Viticulture at University of Adelaide,female,42.7
edX-30,World of Wine: From Grape to Glass,https://www.edx.org/sites/default/files/person/image/david-jeffery_110x110.jpg,David Jeffery,Senior Lecturer in Wine Science at University of Adelaide,male,35.1
edX-30,World of Wine: From Grape to Glass,https://www.edx.org/sites/default/files/person/image/paul-grbin_110x110.jpg,Paul Grbin,Associate Professor of Oenology at University of Adelaide,male,61.5
edX-31,Les principes de la finance,https://www.edx.org/sites/default/files/person/image/catherine_dhondt_110x110.jpg,Catherine D'Hondt,Professeur at Louvain School of Management,female,35.4
edX-31,Les principes de la finance,https://www.edx.org/sites/default/files/person/image/isabelle_platten_110x110.jpg,Isabelle Platten,Professeur at Louvain School of Management,female,41.1
edX-32,Mandarin Chinese for Business,https://webview.edx.org/sites/default/files/person/image/mx101z-chen-110x110.png,Estella Y. M. Chen,"Professor, College of Commerce at National Chengchi University",female,22.9
edX-33,Probability: Basic Concepts & Discrete Random Variables,https://www.edx.org/sites/default/files/person/image/mark-ward_110x110.jpg,Mark D. Ward,Associate Professor at Purdue University,male,41.9
edX-34,Programming with Python for Data Science,https://prod-edx-mktg-edit.edx.org/sites/default/files/person/image/authman_apatira_110x110.jpg,Authman Apatira,Lead Instructor at Coding Dojo,male,30.3
edX-35,Programming with R for Data Science,https://www.edx.org/sites/default/files/person/image/anders_110x110.jpg,Anders Stockmarr,Statistician,male,56.5
edX-36,Geoscience: the Earth and its Resources,https://www.edx.org/sites/default/files/person/image/giovanni-bertotti-edx.jpg,Giovanni Bertotti,null,none,0.0
edX-37,Linear Algebra - Foundations to Frontiers,https://www.edx.org/sites/default/files/person/image/myers-hr_x110.jpg,Maggie Myers,"Lecturer, Department of Statistics and Data Sciences at The University of Texas at Austin",female,46.6
edX-37,Linear Algebra - Foundations to Frontiers,https://www.edx.org/sites/default/files/person/image/van_de_geijn_x110.jpg,Robert van de Geijn,Professor of Computer Science at The University of Texas at Austin,male,68.6
edX-38,Supply Chain Dynamics,https://www.edx.org/sites/default/files/person/image/caplice_headshot.jpg,Dr. Chris Caplice,Silver Family Research Fellow at MIT,male,43.3
edX-38,Supply Chain Dynamics,https://www.edx.org/sites/default/files/person/image/yossisheffi_110.png,Yossi Sheffi,Faculty at MIT,male,66.2
edX-39,Banking and Financial Markets: A Risk Management Perspective,https://www.edx.org/sites/default/files/person/image/fc201.1x-narayan11192015-110x110.png,PC Narayan,Faculty at IIM Bangalore,male,60.3
edX-40,Accelerate Software Delivery Using DevOps,https://www.edx.org/sites/default/files/person/image/sam_g_portrait_110x110.jpg,Sam Guckenheimer,"Product Owner, Microsoft Visual Studio at Microsoft",male,62.8
edX-40,Accelerate Software Delivery Using DevOps,https://www.edx.org/sites/default/files/person/image/steve-headshot-110x110.jpg,Steven Borg,Co-Founder and Strategist at Northwest Cadence,male,40.7
edX-40,Accelerate Software Delivery Using DevOps,https://www.edx.org/sites/default/files/person/image/lei_ma_picture110x110.jpg,Lei Ma,Senior Content Developer at Microsoft,female,24.5
edX-42,Developing Intelligent Apps,https://prod-edx-mktg-edit.edx.org/sites/default/files/person/image/gerry_obrien.jpg,Gerry O'Brien,Senior Content Development Manager at Microsoft,male,48.9
edX-42,Developing Intelligent Apps,https://prod-edx-mktg-edit.edx.org/sites/default/files/person/image/amy_nicholson_110x110.jpg,Amy Nicholson,Technical Evangelist at Microsoft,female,22.4
edX-43,Implementing Predictive Solutions with Spark in Azure HDInsight,https://www.edx.org/sites/default/files/person/image/graeme_malcolm.jpg,Graeme Malcolm,Senior Content Developer at Microsoft Learning Experiences,male,50.4
edX-43,Implementing Predictive Solutions with Spark in Azure HDInsight,https://www.edx.org/sites/default/files/person/image/richard_conway.jpg,Richard Conway,Microsoft MVP,male,45.0
edX-44,"Introduction to Philosophy: God, Knowledge and Consciousness",https://webview.edx.org/sites/default/files/person/image/hare_x110.jpg,Caspar Hare,"Faculty, Philosophy at MIT",male,36.3
edX-44,"Introduction to Philosophy: God, Knowledge and Consciousness",https://webview.edx.org/sites/default/files/person/image/ryan-doody-110x110.jpg,Ryan Doody,PhD in Philosophy & Linguistics at MIT,none,0.0
edX-45,Querying with Transact-SQL,https://www.edx.org/sites/default/files/person/image/graeme_malcolm.jpg,Graeme Malcolm,Senior Content Developer at Microsoft Learning Experiences,male,50.4
edX-45,Querying with Transact-SQL,https://www.edx.org/sites/default/files/person/image/geoffallix.jpg,Geoff Allix,Microsoft Certified IT Professional for SQL Server,male,36.0
edX-46,Sustainability in Everyday Life,https://www.edx.org/sites/default/files/person/image/anna-nystrom-claesson_110x110.jpg,Anna Nystr?m Claesson,null,female,40.6
edX-46,Sustainability in Everyday Life,https://www.edx.org/sites/default/files/person/image/mathias_janssen_110x110.jpg,Matty Janssen,null,male,34.9
edX-47,Humanitarian Response to Conflict and Disaster,https://www.edx.org/sites/default/files/person/image/jennifer-leaning-110x110.jpg,"Jennifer Leaning MD, SMH","Director, Fran?ois-Xavier Bagnoud Center for Health and Human Rights at Harvard University",female,64.2
edX-47,Humanitarian Response to Conflict and Disaster,https://www.edx.org/sites/default/files/person/image/mvr_headshot_110x110.jpg,"Michael VanRooyen MD, MPH","Director, Harvard Humanitarian Initiative at Harvard University",male,40.7
edX-48,Introduction to Computer Science and Programming Using Python,https://www.edx.org/sites/default/files/person/image/professor-grimson.9e074a08dd2b.jpg,Eric Grimson,"Bernard Gordon Professor of Medical Engineering, Professor of Computer Science at MIT",male,55.7
edX-48,Introduction to Computer Science and Programming Using Python,https://www.edx.org/sites/default/files/person/image/professor-guttag.3ba4fc7c1377.jpg,John Guttag,Dugald C. Jackson Professor of Computer Science and Electrical Engineering at MIT,male,54.8
edX-48,Introduction to Computer Science and Programming Using Python,https://www.edx.org/sites/default/files/person/image/anabell_x110.jpg,Ana Bell,"Lecturer, Computer Science and Electrical Engineering at MIT",female,37.4
edX-49,"Marketing Analytics: Products, Distribution and Sales",https://www.edx.org/sites/default/files/person/image/stephan_sorger_26k_110x110.jpg,"Stephan Sorger , MBA, MS, PE",Honored Instructor at UC Berkeley Extension,male,48.8
edX-50,Design Practice in Business,https://www.edx.org/sites/default/files/person/image/dirk-snelders-edx.jpg,Dirk Snelders,Professor of Organising Product and Service Design at TU Delft,male,49.2
edX-50,Design Practice in Business,https://www.edx.org/sites/default/files/person/image/giulia-calabretta-edx.jpg,Giulia Calabretta,Assistant Professor in Strategic Value of Design at TU Delft,female,36.1
edX-50,Design Practice in Business,https://www.edx.org/sites/default/files/person/image/christine-de-lille-edx.jpg,Christine De Lille,Assistant Professor in Designing User-Centred Organisations at TU Delft,female,34.6
edX-50,Design Practice in Business,https://www.edx.org/sites/default/files/person/image/boris-eisenbart-edx.jpg,Boris Eisenbart,Assistant Professor of Design Theory and Methodology at TU Delft,male,36.4
edX-50,Design Practice in Business,https://www.edx.org/sites/default/files/person/image/erik-jan-hultink-edx.jpg,Erik Jan Hultink,Professor of New Product Marketing at TU Delft,male,47.9
edX-50,Design Practice in Business,https://www.edx.org/sites/default/files/person/image/roland-van-der-vorst-edx.jpg,Roland van der Vorst,Professor of Strategic Design for Brand Development at TU Delft,male,46.3
edX-50,Design Practice in Business,https://www.edx.org/sites/default/files/person/image/tudelft_110x110_.jpg,Pinar Cankurtaran,Assistant Professor of New Product Marketing at TU Delft,none,0.0
edX-51,"Financial Programming and Policies, Part 2: Program Design",https://www.edx.org/sites/default/files/person/image/fpp.1x-baldini-110x110.png,Alfredo Baldini,null,male,45.1
edX-51,"Financial Programming and Policies, Part 2: Program Design",https://www.edx.org/sites/default/files/person/image/evan_tanner_110x110.jpg,Evan Tanner,null,male,46.7
edX-51,"Financial Programming and Policies, Part 2: Program Design",https://www.edx.org/sites/default/files/person/image/adina_popescu_110x110.jpg,Adina Popescu,null,female,46.1
edX-51,"Financial Programming and Policies, Part 2: Program Design",https://www.edx.org/sites/default/files/person/image/antonio-david.png,Antonio David,null,none,0.0
edX-51,"Financial Programming and Policies, Part 2: Program Design",https://www.edx.org/sites/default/files/person/image/francesco.jpg,Francesco Luna,null,male,34.6
edX-52,Leadership for Engineers,https://webview.edx.org/sites/default/files/person/image/lfe101x-bruijn-110x110.png,Hans de Bruijn,null,male,48.6
edX-52,Leadership for Engineers,https://webview.edx.org/sites/default/files/person/image/lfe101x-krueger-110x110.png,Dana Krueger,null,female,44.8
edX-52,Leadership for Engineers,https://webview.edx.org/sites/default/files/person/image/lfe101x-lightart-110x110.png,Pieter Ligthart,null,male,38.6
edX-52,Leadership for Engineers,https://webview.edx.org/sites/default/files/person/image/lfe101x-rakumar-110x110.png,Surya Ramkumar,null,female,28.6
edX-52,Leadership for Engineers,https://webview.edx.org/sites/default/files/person/image/lfe101x-rodts-110x110.png,Stefaan Rodts,null,male,31.1
edX-52,Leadership for Engineers,https://webview.edx.org/sites/default/files/person/image/lfe101x-de_vries-110x110.png,Gerdien de Vries,null,female,43.3
edX-53,Managing a Multigenerational and Diverse Workforce,https://www.edx.org/sites/default/files/person/image/mgt_mdw-castellano-110x110.png,Dr. Bill Castellano,Consultant,male,43.9
edX-54,Agile Software Development,https://www.edx.org/sites/default/files/person/image/bertrand-meyer-110x110.jpg,Bertrand Meyer,Professor at Politecnico di Milano and Innopolis University,male,50.9
edX-55,Culture of Services: New Perspective on Customer Relations,https://www.edx.org/sites/default/files/person/image/002x-yamauchi11232015-110x110.png,Yutaka Yamauchi,null,male,40.3
edX-55,Culture of Services: New Perspective on Customer Relations,https://www.edx.org/sites/default/files/person/image/002x-sato11232015-110x110.png,Nao Sato,null,female,30.9
edX-56,Discovery Precalculus: A Creative and Connected Approach,https://www.edx.org/sites/default/files/person/image/mdaniels-110x110.jpg,Mark L. Daniels,"Clinical Professor, Mathematics Department at UTAustinX",male,52.1
edX-56,Discovery Precalculus: A Creative and Connected Approach,https://www.edx.org/sites/default/files/person/image/jeremiah_lucas.jpg,Jeremiah W. Lucas,"Precalculus Course Coordinator, Center for Teaching and Learning at University of Texas at Austin",male,33.5
edX-56,Discovery Precalculus: A Creative and Connected Approach,https://www.edx.org/sites/default/files/person/image/k-smid-110x110.jpg,Karen E. Smid,Project Manager at the Center for Teaching and Learning at University of Texas at Austin,female,33.5
edX-57,"Electricity & Magnetism, Part 1",https://www.edx.org/sites/default/files/person/image/hafner_0.jpg,Jason Hafner,"Professor of Physics, Astronomy and Chemistry at Rice University",male,37.6
edX-58,Electronique I,https://www.edx.org/sites/default/files/person/image/electronix-electronique_i-kayal-110x110.png,Maher Kayal,null,male,58.5
edX-58,Electronique I,https://www.edx.org/sites/default/files/person/image/electronix-electronique_i-meinen-110x110.png,C?dric Meinen,null,male,44.5
edX-59,Introduction to UX Design,https://www.edx.org/sites/default/files/person/image/newman_mark_110x110.jpg,Mark W. Newman,"Associate Professor, School of Information at University of Michigan",male,39.9
edX-60,Introduction to UX Research,https://www.edx.org/sites/default/files/person/image/newman_mark_110x110.jpg,Mark W. Newman,"Associate Professor, School of Information at University of Michigan",male,39.9
edX-61,Principios ecol?gicos para la comprensi?n de la sostenibilidad ambiental,https://www.edx.org/sites/default/files/person/image/instructor_110x110_0.jpg,Pablo Andres Ramos,"Ec?logo, M.Sc. y Ph.D. en Ciencias sociales y estudios del conflicto at Pontificia Universidad Javeriana",male,32.4
edX-61,Principios ecol?gicos para la comprensi?n de la sostenibilidad ambiental,https://www.edx.org/sites/default/files/person/image/maria_angela_echeverry_110x110.jpg,Mar?a ?ngela Echeverry,"Bi?loga, M.Sc y PhD en Ecolog?a y Biolog?a at Pontificia Universidad Javeriana",female,38.8
edX-61,Principios ecol?gicos para la comprensi?n de la sostenibilidad ambiental,https://www.edx.org/sites/default/files/person/image/juanricardogomez2_110x110.jpg,Juan Ricardo G?mez Serrano,Bi?logo y M.Sc en Manejo y conservaci?n de vida silvestre at Pontificia Universidad Javeriana,male,40.4
edX-62,So You Want to Become a Biomedical Engineer,https://webview.edx.org/sites/default/files/person/image/bruce_wheeler_110x110.jpg,Bruce C. Wheeler PhD,"Adjunct Professor, Bioengineering at University of California, San Diego",male,66.9
edX-63,"Visualizing Japan (1850s-1930s): Westernization, Protest, Modernity",https://www.edx.org/sites/default/files/person/image/vjx-dower-110x110.png,John W. Dower,Professor Emeritus at Massachusetts Institute of Technology,male,72.7
edX-63,"Visualizing Japan (1850s-1930s): Westernization, Protest, Modernity",https://www.edx.org/sites/default/files/person/image/andrew_gordon_110x110.jpg,Andrew Gordon,The Lee and Juliet Folger Fund Professor of History at Harvard University,male,48.9
edX-63,"Visualizing Japan (1850s-1930s): Westernization, Protest, Modernity",https://www.edx.org/sites/default/files/person/image/vjx-miyagawa-110x110.png,Shigeru Miyagawa,Professor of Linguistics and Kochi-Majiro Professor of Japanese Language and Culture at Massachusetts Institute of Technology,male,43.5
edX-63,"Visualizing Japan (1850s-1930s): Westernization, Protest, Modernity",https://www.edx.org/sites/default/files/person/image/gennifer-weisenfeld-110x110.png,Gennifer Weisenfeld,"Professor of Art, Art History & Visual Studies at Duke University",female,35.9
edX-64,Digital Branding and Engagement,https://www.edx.org/sites/default/files/person/image/mkt1x-dickinson-110x110.png,Sonia Dickinson,null,female,36.0
edX-65,Introduction to Marketing: Tools to Set Enterprises Apart,https://www.edx.org/sites/default/files/person/image/malcolm_kirkup-110x110.jpg,Malcolm Kirkup,null,male,48.2
edX-66,Microsoft SharePoint 2016: Authentication and Security,https://www.edx.org/sites/default/files/person/image/christinasingletary_110x110.jpg,Christina Singletary,Senior Content Developer at Microsoft,female,29.4
edX-66,Microsoft SharePoint 2016: Authentication and Security,https://www.edx.org/sites/default/files/person/image/cld204x-kothari-110x110.png,Ankur Kothari,President at Olive + Goose,male,35.1
edX-66,Microsoft SharePoint 2016: Authentication and Security,https://www.edx.org/sites/default/files/person/image/cld204x-turick-110x110.png,Joe Turick,Principal Consultant at Olive + Goose,male,60.8
