url,title,platform,institution,subject,language,keywords,totalReviewCount,totalReviewValue,time,timeReviewCount,timeReviewValue
https://www.class-central.com/mooc/2849/edx-colwri3-1x-a-christmas-carol-by-dickens-berkeleyx-book-club,"""A Christmas Carol"" by Dickens: BerkeleyX Book Club",edX,"University of California, Berkeley",Literature,English,"christmas,book,bah,generosity,humbug",6,4.6666665,33,2,9
https://www.class-central.com/mooc/2849/edx-colwri3-1x-a-christmas-carol-by-dickens-berkeleyx-book-club,"""A Christmas Carol"" by Dickens: BerkeleyX Book Club",edX,"University of California, Berkeley",Literature,English,"christmas,book,bah,generosity,humbug",6,4.6666665,39,1,5
https://www.class-central.com/mooc/2297/edx-hist1-2x-the-civil-war-and-reconstruction-1861-1865-a-new-birth-of-freedom,The Civil War and Reconstruction - 1861 - 1865: A New Birth of Freedom,edX,Columbia University,History,English,"war,civil,secession,freedom,emancipation",2,5,33,1,5
https://www.class-central.com/mooc/2297/edx-hist1-2x-the-civil-war-and-reconstruction-1861-1865-a-new-birth-of-freedom,The Civil War and Reconstruction - 1861 - 1865: A New Birth of Freedom,edX,Columbia University,History,English,"war,civil,secession,freedom,emancipation",2,5,39,1,5
https://www.class-central.com/mooc/2915/edx-issccx-isscc-previews-circuit-and-system-insights,ISSCC Previews: Circuit and System Insights,edX,IEEE,Electrical Engineering,English,"isscc,conference,solidstate,circuit,circuits",3,4,31,1,4
https://www.class-central.com/mooc/2915/edx-issccx-isscc-previews-circuit-and-system-insights,ISSCC Previews: Circuit and System Insights,edX,IEEE,Electrical Engineering,English,"isscc,conference,solidstate,circuit,circuits",3,4,35,2,8
https://www.class-central.com/mooc/1729/coursera-hardware-security,Hardware Security,Coursera,"University of Maryland, College Park",Computer Science,English,"hardware,attacks,trojan,trusted,design",4,3.25,30,1,3
https://www.class-central.com/mooc/1729/coursera-hardware-security,Hardware Security,Coursera,"University of Maryland, College Park",Computer Science,English,"hardware,attacks,trojan,trusted,design",4,3.25,33,1,3
https://www.class-central.com/mooc/1729/coursera-hardware-security,Hardware Security,Coursera,"University of Maryland, College Park",Computer Science,English,"hardware,attacks,trojan,trusted,design",4,3.25,34,2,7
https://www.class-central.com/mooc/2914/edx-ec1101x-principles-of-economics-with-calculus,Principles of Economics with Calculus,edX,California Institute of Technology,Economics,English,"caltech,side,gasoline,permanently,modelbased",7,3.7142856,29,7,26
