course_url,title,course_platform,review_platform,time,reviewr_id,review_date,review_value
20,Automata,Coursera,CourseTalk,9,/accounts/profile/sai,2012-11-23,4
26,Modern & Contemporary American Poetry,Coursera,CourseTalk,9,/accounts/profile/Hanhphuocan,2012-11-23,5
136,Web Intelligence and Big Data,Coursera,CourseTalk,9,/accounts/profile/sai,2012-11-23,3.5
136,Web Intelligence and Big Data,Coursera,CourseTalk,9,/accounts/profile/ramanathan,2012-11-23,4.5
76,Neural Networks for Machine Learning,Coursera,CourseTalk,9,/accounts/profile/dan,2012-11-24,2.5
110,Design: Creation of Artifacts in Society,Coursera,CourseTalk,10,/accounts/profile/duiliopassariello,2012-11-25,5
13,Probabilistic Graphical Models,Coursera,CourseTalk,10,/accounts/profile/sai,2012-11-25,4
110,Design: Creation of Artifacts in Society,Coursera,CourseTalk,10,/accounts/profile/Tine,2012-11-26,5
69854,Circuits and Electronics 1: Basic Circuit Analysis,edX,CourseTalk,10,/accounts/profile/marjancek,2012-11-26,5
26,Modern & Contemporary American Poetry,Coursera,CourseTalk,10,/accounts/profile/jennyvaught,2012-11-27,5
150,Writing in the Sciences,Coursera,CourseTalk,10,/accounts/profile/danielbaneni,2012-11-28,5
86,An Introduction to Interactive Programming in Python,Coursera,CourseTalk,10,/accounts/profile/patrickdijusto1,2012-11-29,5
86,An Introduction to Interactive Programming in Python,Coursera,CourseTalk,10,/accounts/profile/vadimsolomonik,2012-11-29,5
45,"Fantasy and Science Fiction: The Human Mind, Our Modern World",Coursera,CourseTalk,10,/accounts/profile/vadimsolomonik,2012-11-29,5
21,Introduction to Logic,Coursera,CourseTalk,10,/accounts/profile/llewellynfalco1,2012-11-29,1
27,Introduction to Sociology,Coursera,CourseTalk,10,/accounts/profile/stephaniekrishnan,2012-11-29,5
12,Machine Learning,Coursera,CourseTalk,10,/accounts/profile/thomasjohnson,2012-11-29,5
15,Natural Language Processing,Coursera,CourseTalk,10,/accounts/profile/kaushalyamadhawa,2012-11-29,5
